,yrmts,ppt
1080,1984sep,13.46000004
1081,1985apr,7.230000019
1082,1985aug,11.94999981
1083,1985dec,2.74000001
1084,1985feb,2.799999952
1085,1985jan,0.910000026
1086,1985jul,15.47000027
1087,1985jun,12.61999989
1088,1985mar,1.659999967
1089,1985may,7.579999924
1090,1985nov,2.680000067
1091,1985oct,9.039999962
1092,1985sep,10.48999977
1093,1986apr,5.730000019
1094,1986aug,13.72999954
1095,1986dec,2.450000048
1096,1986feb,4.710000038
1097,1986jan,4.550000191
1098,1986jul,13.44999981
1099,1986jun,12.06999969
1100,1986mar,5.860000134
1101,1986may,8.800000191
1102,1986nov,5.119999886
1103,1986oct,8.890000343
1104,1986sep,10.93000031
1105,1987apr,6.800000191
1106,1987aug,13.53999996
1107,1987dec,4.820000172
1108,1987feb,2.609999895
1109,1987jan,1.100000024
1110,1987jul,12.56999969
1111,1987jun,12.57999992
1112,1987mar,2.940000057
1113,1987may,11.15999985
1114,1987nov,5.539999962
1115,1987oct,11.35000038
1116,1987sep,11.97000027
1117,1988apr,6.840000153
1118,1988aug,14.30000019
1119,1988dec,3.230000019
1120,1988feb,2.900000095
1121,1988jan,3.180000067
1122,1988jul,16.73999977
1123,1988jun,11.65999985
1124,1988mar,4.619999886
1125,1988may,8.180000305
1126,1988nov,5.739999771
1127,1988oct,9.890000343
1128,1988sep,12.72000027
1129,1989apr,7.630000114
1130,1989aug,12.84000015
1131,1989dec,2.029999971
1132,1989feb,0.670000017
1133,1989jan,1.769999981
1134,1989jul,13.56000042
1135,1989jun,12.35999966
1136,1989mar,5.130000114
1137,1989may,8.909999847
1138,1989nov,4.920000076
1139,1989oct,8.479999542
1140,1989sep,11.56999969
1141,1990apr,7.730000019
1142,1990aug,14.85000038
1143,1990dec,-1
1144,1990feb,0.5
1145,1990jan,2.470000029
1146,1990jul,15.31000042
1147,1990jun,11.35999966
1148,1990mar,4.079999924
1149,1990may,9.069999695
1150,1990nov,4.329999924
1151,1990oct,9.739999771
1152,1990sep,12.02999973
1153,1991apr,4.909999847
1154,1991aug,12.68999958
1155,1991dec,3.170000076
1156,1991feb,4.659999847
1157,1991jan,2.049999952
1158,1991jul,14.98999977
1159,1991jun,10.85000038
1160,1991mar,2.99000001
1161,1991may,7.940000057
1162,1991nov,5.889999866
1163,1991oct,11.31000042
1164,1991sep,13.65999985
1165,1992apr,7.539999962
1166,1992aug,15.09000015
1167,1992dec,2.440000057
1168,1992feb,5.519999981
1169,1992jan,2.099999905
1170,1992jul,13.81999969
1171,1992jun,12.47000027
1172,1992mar,5.739999771
1173,1992may,11.52000046
1174,1992nov,5.460000038
1175,1992oct,11.02000046
1176,1992sep,12.63000011
1177,1993apr,6.21999979
1178,1993aug,13.64999962
1179,1993dec,2.940000057
1180,1993feb,2.940000057
1181,1993jan,1.980000019
1182,1993jul,14.27000046
1183,1993jun,12.47999954
1184,1993mar,6.760000229
1185,1993may,9.619999886
1186,1993nov,4.329999924
1187,1993oct,10.93999958
1188,1993sep,11.71000004
1189,1994apr,6.389999866
1190,1994aug,12.89999962
1191,1994dec,2.029999971
1192,1994feb,2.099999905
1193,1994jan,3.619999886
1194,1994jul,14.27999973
1195,1994jun,11.22000027
1196,1994mar,5.210000038
1197,1994may,9.609999657
1198,1994nov,2.309999943
1199,1994oct,8.210000038
1200,1994sep,12.21000004
1201,1995apr,5.769999981
1202,1995aug,14.34000015
1203,1995dec,5.699999809
1204,1995feb,4.949999809
1205,1995jan,6.599999905
1206,1995jul,14.89000034
1207,1995jun,12.14000034
1208,1995mar,4.75
1209,1995may,9.229999542
1210,1995nov,7.190000057
1211,1995oct,9.409999847
1212,1995sep,12.52000046
1213,1996apr,6.730000019
1214,1996aug,14.84000015
1215,1996dec,5.579999924
1216,1996feb,5.659999847
1217,1996jan,3.609999895
1218,1996jul,16.36000061
1219,1996jun,12.52000046
1220,1996mar,5.010000229
1221,1996may,9.369999886
1222,1996nov,6.639999866
1223,1996oct,9.279999733
1224,1996sep,11.68000031
1225,1997apr,6.869999886
1226,1997aug,14.32999992
1227,1997dec,3.539999962
1228,1997feb,3.710000038
1229,1997jan,4.159999847
1230,1997jul,14.35999966
1231,1997jun,12.64999962
1232,1997mar,5.190000057
1233,1997may,11.27999973
1234,1997nov,7.400000095
1235,1997oct,9
1236,1997sep,13.51000023
1237,1998apr,5.550000191
1238,1998aug,15.57999992
1239,1998dec,1.200000048
1240,1998feb,3.970000029
1241,1998jan,6.46999979
1242,1998jul,15.15999985
1243,1998jun,12.02999973
1244,1998mar,4.789999962
1245,1998may,7.820000172
1246,1998nov,5.349999905
1247,1998oct,8.489999771
1248,1998sep,14.28999996
1249,1999apr,5.300000191
1250,1999aug,14.15999985
1251,1999dec,3.24000001
1252,1999feb,2.539999962
1253,1999jan,2.720000029
1254,1999jul,13.05000019
1255,1999jun,11.43999958
1256,1999mar,2.460000038
1257,1999may,8.109999657
1258,1999nov,6.659999847
1259,1999oct,10.02999973
1260,1999sep,13.14000034
1261,2000apr,6.880000114
1262,2000aug,14.10000038
1263,2000dec,3.99000001
1264,2000feb,5.429999828
1265,2000jan,4.119999886
1266,2000jul,13.14000034
1267,2000jun,13.43000031
1268,2000mar,5.269999981
1269,2000may,10.18999958
1270,2000nov,3.519999981
1271,2000oct,8.819999695
1272,2000sep,12.46000004
1273,2001apr,4.619999886
1274,2001aug,14.32999992
1275,2001dec,4.920000076
1276,2001feb,2.75999999
1277,2001jan,1.440000057
1278,2001jul,14.19999981
1279,2001jun,13.27999973
1280,2001mar,5.71999979
1281,2001may,12.61999989
1282,2001nov,6.980000019
1283,2001oct,10.97999954
1284,2001sep,12.40999985
1285,2002apr,6.099999905
1286,2002aug,13.71000004
1287,2002dec,4.679999828
1288,2002feb,3.619999886
1289,2002jan,2.059999943
1290,2002jul,14.59000015
1291,2002jun,12.73999977
1292,2002mar,3.519999981
1293,2002may,8.739999771
1294,2002nov,6.440000057
1295,2002oct,8.68999958
1296,2002sep,12.77000046
1297,2003apr,4.380000114
1298,2003aug,13.86999989
1299,2003dec,4.440000057
1300,2003feb,3.119999886
1301,2003jan,6.480000019
1302,2003jul,16.09000015
1303,2003jun,12.40999985
1304,2003mar,4.989999771
1305,2003may,9.609999657
1306,2003nov,4.670000076
1307,2003oct,10.56999969
1308,2003sep,13.55000019
1309,2004apr,6.860000134
1310,2004aug,14.53999996
1311,2004dec,4.730000019
1312,2004feb,3.809999943
1313,2004jan,3.390000105
1314,2004jul,14.18000031
1315,2004jun,11.92000008
1316,2004mar,7.579999924
1317,2004may,9.460000038
1318,2004nov,5.559999943
1319,2004oct,9.180000305
1320,2004sep,13.57999992
1321,2005apr,5.21999979
1322,2005aug,14.98999977
1323,2005dec,5.099999905
1324,2005feb,5.269999981
1325,2005jan,3.160000086
1326,2005jul,16.47999954
1327,2005jun,11.69999981
1328,2005mar,6.190000057
1329,2005may,10.18000031
1330,2005nov,6.010000229
1331,2005oct,9.239999771
1332,2005sep,11.32999992
1333,2006apr,6.699999809
1334,2006aug,13.14999962
1335,2006dec,2.920000076
1336,2006feb,3.630000114
1337,2006jan,4.239999771
1338,2006jul,16.85000038
1339,2006jun,13.73999977
1340,2006mar,2.680000067
1341,2006may,10.67000008
1342,2006nov,5.909999847
1343,2006oct,8.670000076
1344,2006sep,12.35999966
1345,2007apr,6.309999943
1346,2007aug,13.98999977
1347,2007dec,2.210000038
1348,2007feb,3.400000095
1349,2007jan,1.00999999
1350,2007jul,14.09000015
1351,2007jun,11.88000011
1352,2007mar,5.699999809
1353,2007may,9.319999695
1354,2007nov,6.840000153
1355,2007oct,8.489999771
1356,2007sep,11.52999973
1357,2008apr,4.619999886
1358,2008aug,14.07999992
1359,2008dec,1.820000052
1360,2008feb,2.99000001
1361,2008jan,2.50999999
1362,2008jul,14.22999954
1363,2008jun,12.69999981
1364,2008mar,3.930000067
1365,2008may,9.630000114
1366,2008nov,7.519999981
1367,2008oct,10.72999954
1368,2008sep,12.68999958
1369,2009apr,5.349999905
1370,2009aug,13.88000011
1371,2009dec,2.900000095
1372,2009feb,3.25
1373,2009jan,2.329999924
1374,2009jul,13.48999977
1375,2009jun,11.10000038
1376,2009mar,3.869999886
1377,2009may,10.35000038
1378,2009nov,5.150000095
1379,2009oct,8.850000381
1380,2009sep,12.57999992
1381,2010apr,3.940000057
1382,2010aug,11.38000011
1383,2010dec,4.849999905
1384,2010feb,4.400000095
1385,2010jan,4.349999905
1386,2010jul,13
1387,2010jun,12.36999989
1388,2010mar,3.619999886
1389,2010may,6.570000172
1390,2010nov,4.340000153
1391,2010oct,10.22999954
1392,2010sep,12.84000015
1393,2011apr,4.909999847
1394,2011aug,14.61999989
1395,2011dec,3.109999895
1396,2011feb,2.349999905
1397,2011jan,3.369999886
1398,2011jul,14.25
1399,2011jun,11.59000015
1400,2011mar,2.930000067
1401,2011may,6.179999828
1402,2011nov,3.730000019
1403,2011oct,9.710000038
1404,2011sep,14.98999977
1405,2012apr,5.519999981
1406,2012aug,16.36000061
1407,2012dec,2.390000105
1408,2012feb,3.160000086
1409,2012jan,3.549999952
1410,2012jul,13.78999996
1411,2012jun,12.28999996
1412,2012mar,2.640000105
1413,2012may,9.069999695
1414,2012nov,5.460000038
1415,2012oct,9.770000458
1416,2012sep,12.06999969
1417,2013apr,8.180000305
1418,2013aug,14.69999981
1419,2013dec,3.119999886
1420,2013feb,2.25999999
1421,2013jan,2.539999962
1422,2013jul,15.81999969
1423,2013jun,13.44999981
1424,2013mar,5.03000021
1425,2013may,10.07999992
1426,2013nov,6.349999905
1427,2013oct,10.05000019
1428,2013sep,12.35000038
1429,2014apr,7.539999962
1430,2014aug,15.64000034
1431,2014dec,6.139999866
1432,2014feb,4.369999886
1433,2014jan,6.25
1434,2014jul,16.92000008
1435,2014jun,13.93000031
1436,2014mar,6.570000172
1437,2014may,10.47999954
1438,2014nov,6.659999847
1439,2014oct,11.39999962
1440,2014sep,14.18000031
1441,2015aug,15.71000004
1442,2015dec,2.900000095
1443,2015feb,7.179999828
1444,2015jan,3.829999924
1445,2015jun,15.07999992
1446,2015may,8.68999958
1447,2015nov,4.75
1448,2015oct,12.88000011
1449,2015sep,14.84000015
