,yrmts,ppt
1116,1988may,45.79000092
1117,1988nov,35.90000153
1118,1988oct,2.529999971
1119,1988sep,0
1120,1989apr,117.6999969
1121,1989aug,1.269999981
1122,1989dec,23.32999992
1123,1989feb,23.51000023
1124,1989jan,20.96999931
1125,1989jul,0
1126,1989jun,8.779999733
1127,1989mar,67.59999847
1128,1989may,85.75
1129,1989nov,39.5
1130,1989oct,74.80000305
1131,1989sep,75.83999634
1132,1990apr,117.1999969
1133,1990aug,0.579999983
1134,1990dec,13.21000004
1135,1990feb,25.55999947
1136,1990jan,22.5
1137,1990jul,0
1138,1990jun,0.589999974
1139,1990mar,70.59999847
1140,1990may,102.3499985
1141,1990nov,10.35999966
1142,1990oct,18.43000031
1143,1990sep,11.85999966
1144,1991apr,100.9000015
1145,1991aug,2.970000029
1146,1991dec,24.87999916
1147,1991feb,43.29999924
1148,1991jan,21.05999947
1149,1991jul,1.25999999
1150,1991jun,15.68000031
1151,1991mar,55.77000046
1152,1991may,95.72000122
1153,1991nov,26.32999992
1154,1991oct,38.52999878
1155,1991sep,0.02
1156,1992apr,115.3000031
1157,1992aug,0
1158,1992dec,20.06999969
1159,1992feb,41
1160,1992jan,21.77000046
1161,1992jul,0.119999997
1162,1992jun,26.32999992
1163,1992mar,71.59999847
1164,1992may,89.37000275
1165,1992nov,10.76000023
1166,1992oct,83.5
1167,1992sep,1.470000029
1168,1993apr,104.5
1169,1993aug,0
1170,1993dec,22.98999977
1171,1993feb,32.34000015
1172,1993jan,18.88999939
1173,1993jul,0.039999999
1174,1993jun,31.54000092
1175,1993mar,75.69999695
1176,1993may,138.9499969
1177,1993nov,37
1178,1993oct,30.63999939
1179,1993sep,0
1180,1994apr,110.0999985
1181,1994aug,0
1182,1994dec,17.79999924
1183,1994feb,29.69000053
1184,1994jan,27.39999962
1185,1994jul,0.119999997
1186,1994jun,0.409999996
1187,1994mar,75.40000153
1188,1994may,66.61000061
1189,1994nov,26.05999947
1190,1994oct,19.5
1191,1994sep,1.980000019
1192,1995apr,102.6999969
1193,1995aug,0
1194,1995dec,27
1195,1995feb,41.70000076
1196,1995jan,26.60000038
1197,1995jul,0.519999981
1198,1995jun,41.20999908
1199,1995mar,65.30000305
1200,1995may,148.3999939
1201,1995nov,2.079999924
1202,1995oct,0.02
1203,1995sep,0
1204,1996apr,108.8000031
1205,1996aug,0
1206,1996dec,26.39999962
1207,1996feb,40.29999924
1208,1996jan,26.29999924
1209,1996jul,0
1210,1996jun,63.00999832
1211,1996mar,73.19999695
1212,1996may,153.1999969
1213,1996nov,38.79999924
1214,1996oct,37.38000107
1215,1996sep,1.799999952
1216,1997apr,110.5
1217,1997aug,26.06999969
1218,1997dec,25.10000038
1219,1997feb,39.79999924
1220,1997jan,25.79999924
1221,1997jul,0
1222,1997jun,10.05000019
1223,1997mar,76
1224,1997may,24.51000023
1225,1997nov,38.79999924
1226,1997oct,31.05999947
1227,1997sep,9.390000343
1228,1998apr,99.40000153
1229,1998aug,0
1230,1998dec,18.26000023
1231,1998feb,34.79999924
1232,1998jan,27
1233,1998jul,0
1234,1998jun,143.4299927
1235,1998mar,69.90000153
1236,1998may,128.1999969
1237,1998nov,34.79999924
1238,1998oct,23.81999969
1239,1998sep,6.260000229
1240,1999apr,103.3000031
1241,1999aug,0.189999998
1242,1999dec,26.10000038
1243,1999feb,30.37999916
1244,1999jan,24
1245,1999jul,0
1246,1999jun,7.340000153
1247,1999mar,54.16999817
1248,1999may,130.0700073
1249,1999nov,38.70000076
1250,1999oct,24.29000092
1251,1999sep,1.090000033
1252,2000apr,112.4000015
1253,2000aug,0.059999999
1254,2000dec,22.29999924
1255,2000feb,38.40000153
1256,2000jan,26.10000038
1257,2000jul,0
1258,2000jun,13.68999958
1259,2000mar,72.69999695
1260,2000may,151.8699951
1261,2000nov,32.68999863
1262,2000oct,77.72000122
1263,2000sep,9.029999733
1264,2001apr,106.1999969
1265,2001aug,0.029999999
1266,2001dec,24.89999962
1267,2001feb,33.86999893
1268,2001jan,20.42000008
1269,2001jul,0
1270,2001jun,3.799999952
1271,2001mar,74.5
1272,2001may,97.12000275
1273,2001nov,38
1274,2001oct,29.28000069
1275,2001sep,10.35000038
1276,2002apr,110.4000015
1277,2002aug,0.819999993
1278,2002dec,25.20000076
1279,2002feb,39.09999847
1280,2002jan,20.98999977
1281,2002jul,0
1282,2002jun,0
1283,2002mar,70.30000305
1284,2002may,83.54000092
1285,2002nov,38.90000153
1286,2002oct,0.109999999
1287,2002sep,1.559999943
1288,2003apr,100.9000015
1289,2003aug,10.68999958
1290,2003dec,24.70000076
1291,2003feb,36.84999847
1292,2003jan,27.89999962
1293,2003jul,1.070000052
1294,2003jun,47.93000031
1295,2003mar,72.5
1296,2003may,157.1000061
1297,2003nov,35.79999924
1298,2003oct,0.589999974
1299,2003sep,1.360000014
1300,2004apr,112.5999985
1301,2004aug,0.01
1302,2004dec,25.5
1303,2004feb,37.59999847
1304,2004jan,25.20999908
1305,2004jul,0.07
1306,2004jun,1.409999967
1307,2004mar,78.5
1308,2004may,35.93999863
1309,2004nov,37.20000076
1310,2004oct,79.40000153
1311,2004sep,2.24000001
1312,2005apr,106.5999985
1313,2005aug,0.029999999
1314,2005dec,25.79999924
1315,2005feb,39.20000076
1316,2005jan,24.05999947
1317,2005jul,0
1318,2005jun,62.50999832
1319,2005mar,73.69999695
1320,2005may,155.8000031
1321,2005nov,38.40000153
1322,2005oct,19.47999954
1323,2005sep,1.340000033
1324,2006apr,106.5
1325,2006aug,0
1326,2006dec,23.37000084
1327,2006feb,39.09999847
1328,2006jan,26.29999924
1329,2006jul,0.02
1330,2006jun,43.27999878
1331,2006mar,57.79000092
1332,2006may,161.3999939
1333,2006nov,37.29999924
1334,2006oct,6.099999905
1335,2006sep,0.330000013
1336,2007apr,111.1999969
1337,2007aug,0
1338,2007dec,20.51000023
1339,2007feb,37.38999939
1340,2007jan,20.47999954
1341,2007jul,2.599999905
1342,2007jun,0.079999998
1343,2007mar,75.90000153
1344,2007may,44.91999817
1345,2007nov,18.39999962
1346,2007oct,47.36000061
1347,2007sep,5.809999943
1348,2008apr,109.5
1349,2008aug,0
1350,2008dec,19.61000061
1351,2008feb,36.68999863
1352,2008jan,21.56999969
1353,2008jul,0
1354,2008jun,0
1355,2008mar,72
1356,2008may,5.869999886
1357,2008nov,39.29999924
1358,2008oct,31.53000069
1359,2008sep,0.860000014
1360,2009apr,110.4000015
1361,2009aug,0
1362,2009dec,21.75
1363,2009feb,36.47999954
1364,2009jan,24.56999969
1365,2009jul,0
1366,2009jun,2.700000048
1367,2009mar,70.5
1368,2009may,120.9499969
1369,2009nov,37.40000153
1370,2009oct,79.40000153
1371,2009sep,3.25999999
1372,2010apr,100.5999985
1373,2010aug,0
1374,2010dec,24.60000038
1375,2010feb,37.5
1376,2010jan,25.29999924
1377,2010jul,0
1378,2010jun,69.80999756
1379,2010mar,67.59999847
1380,2010may,147.1000061
1381,2010nov,36.09999847
1382,2010oct,79
1383,2010sep,2.289999962
1384,2011apr,104.5
1385,2011aug,0
1386,2011dec,24.35000038
1387,2011feb,32.83000183
1388,2011jan,25.87999916
1389,2011jul,0
1390,2011jun,54.36999893
1391,2011mar,60.52000046
1392,2011may,130.2100067
1393,2011nov,35.5
1394,2011oct,40.61999893
1395,2011sep,0
1396,2012apr,106.4000015
1397,2012aug,0
1398,2012dec,20.82999992
1399,2012feb,37.13000107
1400,2012jan,26.5
1401,2012jul,0
1402,2012jun,0.620000005
1403,2012mar,59.79999924
1404,2012may,152.2200012
1405,2012nov,37.59999847
1406,2012oct,14.51000023
1407,2012sep,0
1408,2013apr,113.9000015
1409,2013aug,0
1410,2013dec,12.76000023
1411,2013feb,34.68999863
1412,2013jan,23.42000008
1413,2013jul,0
1414,2013jun,0
1415,2013mar,71.80000305
1416,2013may,45.66999817
1417,2013nov,29.06999969
1418,2013oct,80.69999695
1419,2013sep,0
1420,2014apr,111.6999969
1421,2014aug,0.119999997
1422,2014dec,30.89999962
1423,2014feb,38.90000153
1424,2014jan,4.03000021
1425,2014jul,0
1426,2014jun,0
1427,2014mar,72.40000153
1428,2014may,130.1900024
1429,2014nov,46.70000076
1430,2014oct,82.09999847
1431,2014sep,12.35999966
1432,2015apr,109.5999985
1433,2015aug,1.799999952
1434,2015dec,21.69000053
1435,2015feb,41.59999847
1436,2015jan,33.70000076
1437,2015jul,3.900000095
1438,2015jun,0.689999998
1439,2015mar,75.09999847
1440,2015may,61.79000092
1441,2015nov,36.20000076
1442,2015oct,3.069999933
1443,2015sep,13.09000015
