Site/Project: McLaughlin 80 sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment: Temporal stability,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: Data collected 2009-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data description: Community weighted mean trait values,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protocols: Community weighted mean trait values were calculated using the FD package in R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS file & path,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Names of data takers: Harrison Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Column info: year, site, quadrat, functional richness, functional eveness, functional divergence, functional dispersion, Raup Crick, CWM height, CWM specific leaf area, CWM, leaf area, CWM wet weight, CWM dry weight, CWM leaf water content, CWM, carbon to nitrogen, CWM nitrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Definitions & Abbreviations: Fric=functional richness, Feve=functional evenness, Fdiv=functional divergence, Fdis=functional dispersion, RauQ=Raup Crick, CWM=community weighted mean, sla=specific leaf area, area=leaf area, lwc=leaf water content, CN=carbon to nitrogen, N=nitrogen, ag=with annual grasses, noag=no annual grasses",,,,,,,,,,,,,,,,,,,,,,,,,,,,
year,site,quad,Fric_ag,Feve_ag,Fdiv_ag,Fdis_ag,RaoQ_ag,CWM.height_ag,CWM.sla_ag,CWM.area_ag,CWM.wet_wgt_ag,CWM.dry_wgt_ag,CWM.lwc_ag,CWM.CN_ag,CWM.N_ag,Fric_noag,Feve_noag,Fdivnoag,Fdis_noag,RaoQ_noag,CWM.height_noag,CWM.sla_noag,CWM.area_noag,CWM.wet_wgt_noag,CWM.dry_wgt_noag,CWM.lwc_noag,CWM.CN_noag,CWM.N_noag
2006,7,2,0.057042949,0.458702672,0.270897302,0.790971786,1.467681847,45.78281214,211.2965925,23.25875969,0.52682854,0.134100614,0.702038267,24.48812488,1.805017582,0.043628718,0.647277374,0.796605247,1.886506171,3.89521555,28.60820314,162.4995503,41.07545936,1.602814995,0.346044661,0.7348719,22.40642715,2.075631072
2006,7,3,0.052497457,0.325520472,0.215884345,1.020946488,2.636191598,45.39463068,208.1447789,27.69368085,0.814223198,0.174140324,0.711341106,26.16937208,1.835460984,0.018991488,0.513637798,0.866721263,0.955350824,1.234874223,24.67078126,137.2288214,74.10252197,3.675926109,0.648013009,0.813999535,16.85469582,2.486753211
2006,7,4,0.054188579,0.572972792,0.343855608,0.911599336,2.345646312,48.85246449,220.8668082,19.7113679,0.316644353,0.09041369,0.694699663,27.49127087,1.742792987,0.014707958,0.818916759,0.899909897,1.309922267,1.777922278,33.75217391,203.7958829,46.49952174,1.584491304,0.25663913,0.803933933,14.75213671,2.833478261
2006,7,5,0.054517754,0.541110751,0.812460455,1.703987404,3.503927369,40.4017043,232.3011986,14.7078109,0.242715152,0.064863375,0.688217308,48.69841527,1.075282898,0.05179952,0.61525422,0.753139305,1.784291019,3.807553927,11.30764977,228.9691205,19.07797028,0.511252261,0.092199413,0.80508503,21.77931254,2.306215181
2006,8,1,0.166090313,0.517543264,0.696114754,2.431821484,6.78461258,47.09959558,214.1277011,33.16695001,0.785453382,0.186149223,0.686977059,43.30583224,1.452958773,0.090129148,0.507879763,0.791293236,1.695332305,3.182732466,42.78011257,158.9892872,135.6937428,4.126180795,0.8695306,0.78209234,18.48114108,2.392727229
2006,8,2,0.188684263,0.462276285,0.715261575,2.494543073,6.827188138,46.89147568,219.4968172,33.29554162,0.823820658,0.185891582,0.680319192,46.55246616,1.355298997,0.075147167,0.627465983,0.81280445,1.906936284,3.864888887,40.54165301,182.2614022,161.5704484,5.043114574,1.00968754,0.809295343,17.22445927,2.501597611
2006,8,3,0.049356159,0.392746182,0.824029246,2.261951514,5.776809427,39.75361942,204.7771616,10.99580292,0.206562959,0.062166077,0.658569557,55.02335898,1.110404052,0.028967378,0.231160024,0.602500641,0.861268245,0.821933968,15.487681,205.3317919,11.7932163,0.420085469,0.073683327,0.798764194,14.28322208,2.89246382
2006,8,4,0.054138917,0.618478609,0.95004884,1.304212429,3.30107307,45.14560762,228.9009955,11.21998471,0.236224252,0.053533522,0.634493364,69.36948907,0.730632475,0.017890809,0.743947148,0.535827773,1.053393079,1.463082519,27.46967062,201.1985697,57.01016298,1.87981227,0.301295077,0.836266725,16.35202786,2.504098403
2006,8,5,0.066116943,0.523853702,0.941241728,1.962588334,4.529685515,39.18774866,180.1066364,16.71293633,0.526626864,0.118351085,0.654194035,53.44559688,1.009988593,0.030167242,0.65185583,0.971436568,1.02753455,1.27291558,42.26042554,159.0699434,78.02021118,3.332483894,0.554172308,0.831690295,15.9841282,2.542553308
2006,9,1,0.101819945,0.667085341,0.894039398,1.216647622,2.68037457,45.98847588,211.2686864,78.54201008,2.551543681,0.468028516,0.727617355,20.57933597,1.955724899,0.117881929,0.657311664,0.833168465,1.801025152,3.910848035,31.9679997,176.0441415,299.5007815,11.05364923,1.893220874,0.833719893,18.41156218,2.317422197
