"Species_Name","SAI_Index1","SAI_Index2","SAI","SAI_RelAb"
"Trifolium dubium",75,89.5244016164128,82.2622008082064,91.6412060284609
"Trifolium fucatum",52.3923444976077,35.1538824163243,43.773113456966,48.9840823514702
"Trifolium gracilentum",51.743679163034,61.6864968458037,56.7150880044189,74.2940439238649
"Trifolium hirtum",42.1754385964912,36.5908651678155,39.3831518821534,54.7243079095927
"Trifolium microcephalum",83.3333333333333,68.9081225033289,76.1207279183311,80.7310863444591
"Trifolium microdon",55.7142857142857,61.440211407179,58.5772485607324,79.9403476602483
"Trifolium variegatum",NA,NA,NA,0
"Trifolium willdenovii",29.1666666666667,60.4026845637584,44.7846756152125,72.3832860292605
"Triphysaria eriantha",0,NA,NA,0
"Triteleia hyacinthina",0,NA,NA,0
"Triteleia laxa",0,NA,NA,0
"Unknown forb",NA,97.8886756238004,NA,89.6441822807839
"Unknown grass",87.5,99.1735537190083,93.3367768595041,76.3935304890902
"Uropappus lindleyi",NA,NA,NA,0
"Velezia rigida",41.6666666666667,74.3005656627427,57.9836161647047,48.7942180855042
"Vicia villosa",34.012539184953,13.0392452305339,23.5258922077434,32.5154611961503
"Viola douglasii",20,7.83289817232376,13.9164490861619,18.3587098147607
"Vulpia microstachys",52.8276955602537,65.7111090652862,59.26940231277,75.5493354141299
"Vulpia myuros",73.8075657894737,75.1037077531595,74.4556367713166,73.091725780034
"Wyethia glabra",0,NA,NA,0
"Zigadenus fremontii",0,NA,NA,0
