"Site","Year","mpd.obs.z","pd.obs.z","SR"
"29","2004",-2.48096631825559,-1.46957239547023,26
"3","2004",0.270404804438731,-0.764917633628386,42
"30","2004",-0.987379974297145,-1.06567618567571,30
"31","2004",-0.475274998532928,-1.04223955399051,30
"32","2004",-0.5466334721453,-1.49177566596961,28
"33","2004",0.278901048445455,-0.351791382642868,27
"34","2004",0.701110254164863,-1.22416930805552,23
"35","2004",-0.0929870514619118,-2.96327252591392,22
"36","2004",0.161818745837754,-2.38511743895225,18
"37","2004",-0.410755102404758,-3.48274885785174,18
"38","2004",0.0596360215601838,-1.84466275240549,38
"39","2004",0.188981461672202,-1.96725429664618,32
"4","2004",-0.210041943141618,-2.14395640120251,35
"40","2004",0.103438296091611,-2.55173074878185,40
"41","2004",-0.533179597935461,-2.28911693450761,37
"42","2004",-0.353791433052164,-1.73040801453335,35
"43","2004",0.672204912982753,-1.56490664266413,18
"44","2004",1.01178350179578,-1.49331937337928,29
"45","2004",0.699798014658464,-1.31536699286458,29
"46","2004",0.493350273365967,-1.85385195966626,18
"47","2004",0.0782579330362105,-1.04622693456767,23
"48","2004",-0.0389316386429224,-1.6330585035697,31
"49","2004",0.232395295697748,-0.872898259090984,24
"5","2004",0.957027536225066,0.0124636758309647,35
"50","2004",-1.64968540282317,-2.47100117568123,27
"51","2004",-0.414985449998145,-2.21096596477281,37
"52","2004",-0.643447804578062,-1.00883448503289,39
"53","2004",-1.23615062323169,-2.70307076191243,30
"54","2004",-0.104616353536182,-2.46019640743231,28
"55","2004",-0.119826322084232,-0.640646549085749,32
"56","2004",-1.04487227252333,-1.7765968118265,40
"57","2004",0.843155232167259,-2.27879476075151,24
"58","2004",0.133479172625515,-1.90966695667398,21
"59","2004",-0.243675718258125,-2.0613474124998,34
"6","2004",1.10919818055685,-0.787409705965292,25
"60","2004",0.771343566723946,-2.07774612504106,23
"61","2004",1.30281464378272,-0.277897843735947,25
"62","2004",0.0247234282559083,-1.93489078923719,15
"63","2004",0.0236675315168028,-1.19786507429507,44
"64","2004",0.209563747435794,-0.779760641011778,30
"65","2004",-0.305352525860534,-3.08568769020358,19
"66","2004",0.129773840481601,-1.90803593279321,17
"67","2004",1.25634215880093,-1.05413382785272,30
"68","2004",0.538025686657369,-1.03275325113327,32
"69","2004",0.509823064362517,-1.66678605314141,17
"7","2004",-0.017721889328769,-2.3010169674867,30
"70","2004",0.942142720908936,-2.20975443757824,23
"71","2004",0.810789049256829,-0.0724674236938133,22
"72","2004",0.649555945557821,-1.50739579985427,20
"73","2004",0.142434815175037,-2.90574898638344,30
"74","2004",0.381476181158079,-2.73864112531663,22
"75","2004",-0.065426145444687,-1.85633702238653,30
"76","2004",-0.365593172502575,-3.2966538934166,28
"77","2004",0.977089665613825,0.64665473370638,23
"78","2004",0.340014172968512,-1.1887875874231,41
"79","2004",0.882289317950842,-0.342031300719009,12
"8","2004",0.734991344051674,-1.20243565112651,32
"80","2004",0.181650803612996,-1.94035420553342,11
"9","2004",0.83821640855979,-0.740727622966124,22
"1","2005",-0.0682267751589231,-1.87094762029853,32
"10","2005",0.653210993326034,-0.97918554930464,31
"11","2005",-0.876360589853571,-1.22558298547805,43
"12","2005",-0.121133004719085,-0.623759354979169,31
"13","2005",-0.912530936710777,-0.753090216090895,28
"14","2005",-0.0940166227424405,-1.01248049660381,39
"15","2005",0.668172790430546,-1.78048677416952,40
"16","2005",-0.0321531317087038,-2.00331552314534,40
"17","2005",-0.214872845596738,-1.73449166860732,19
"18","2005",-0.013436526112871,-0.746238038686702,21
"19","2005",0.544449367162486,-1.37064338808203,30
"2","2005",0.45852656882461,-1.79064052159883,36
"20","2005",1.10217841472049,-1.35764241557095,19
"21","2005",-0.172345054135526,-1.75140897009216,29
"22","2005",1.05325852597597,-0.95329069901592,37
"23","2005",0.742218821900832,-2.06380187017046,34
"24","2005",1.18000518457127,-0.622132578786821,36
"25","2005",1.09219145223257,-1.26058821470285,35
"26","2005",-0.265313699874702,-1.53923697914808,23
"27","2005",-0.74922384194796,-2.09769579445389,26
"28","2005",-0.863584243851541,-0.785856015627,24
"29","2005",-0.715700680910182,-1.24903293869211,29
"3","2005",-0.367704710431257,-1.09740488265,47
"30","2005",-1.05060674601685,-1.11545506907228,29
"31","2005",0.420517442902129,-1.54600498442721,24
"32","2005",-0.271299753477247,-1.31854995446512,28
"33","2005",0.328198883320953,-1.29365756080291,26
"34","2005",0.771163704343796,-1.76134661856484,17
"35","2005",-0.362155751142482,-3.06986299164063,21
"36","2005",-0.180938026692523,-2.9925650909876,22
"37","2005",0.138760206760873,-2.73801439635102,21
"38","2005",0.286692126153628,-1.19234797538216,37
"39","2005",0.380576255827099,-1.44926652457466,27
"4","2005",-0.241570792231288,-1.83737859174076,31
"40","2005",0.104374237922184,-2.83334774732723,38
"41","2005",-0.0327632870538815,-1.68151821193807,39
"42","2005",0.08579158717743,-1.19984522412538,36
"43","2005",0.444695819757006,-2.66749373965925,20
"44","2005",0.719968130482869,-0.923825192373109,27
"45","2005",0.55676091869934,-1.36031233918157,30
"46","2005",0.747670462040193,-2.36974152076727,24
"47","2005",0.916034578827459,-1.60606302543294,24
"48","2005",0.587382298931095,-1.48896951034152,32
"49","2005",0.0287791856202583,-1.1710725699548,26
"5","2005",1.34260187628379,-0.42191971296813,32
"50","2005",-0.467769380582733,-1.34611656385833,27
"51","2005",-0.314112766983922,-2.72922457883215,35
"52","2005",-0.864425319176117,-1.88500026971483,42
"53","2005",0.404589723687949,-2.32746274492022,29
"54","2005",0.13281995292996,-2.24234898082372,32
"55","2005",-0.0830750488495477,-0.188668707542504,32
"56","2005",-0.897433669393887,-1.51093126111442,38
"57","2005",0.756357317319516,-1.86568944678997,27
"58","2005",0.364081709024491,-1.51316749750819,22
"59","2005",-0.93514406166895,-2.33541190433762,34
"6","2005",0.937168663759325,-0.965991992497803,28
"60","2005",-0.467349685769793,-2.48321970385643,26
"61","2005",1.27498637563787,-1.08093559194388,27
"62","2005",0.376547488238962,-1.70453995724121,22
"63","2005",1.06469212843176,-1.91208462569349,44
"64","2005",0.984687899870937,-0.390325859390236,28
"65","2005",-1.28052629428659,-3.38779297135356,16
"66","2005",-2.28738282387223,-3.50850032718613,14
"67","2005",0.636347693963635,-1.99884543119218,29
"68","2005",0.836236801972674,-0.760969588303923,28
"69","2005",0.254067597264674,-2.56395641320816,19
"7","2005",0.548454374202983,-1.28367940402126,46
"70","2005",0.788912963454003,-1.94779456127567,28
"71","2005",0.577635436747345,-1.06011929592314,30
"72","2005",0.0515435570065323,-2.25731446320895,23
"73","2005",0.142864215101156,-2.40277214795477,29
"74","2005",-0.368223314478363,-3.36440319087558,22
"75","2005",-0.394203961964905,-2.54366581813447,30
"76","2005",-0.121773535005905,-2.51154016384757,31
"77","2005",1.27750066778646,-0.490271489624413,24
"78","2005",-0.212334864164119,-2.54540413992507,38
"79","2005",0.627662853374257,-1.09853583799261,21
"8","2005",1.15120960158072,-0.685663497337297,38
"80","2005",0.0447814171348145,-1.84912617234408,13
"9","2005",0.712534576457167,-1.9430803019456,27
"1","2006",-0.0674536639580053,-2.28682188499719,35
"10","2006",0.567590399118926,-1.342144095982,34
"11","2006",-0.61012916816444,-0.569457711182246,48
"12","2006",-0.20827736699172,-0.439642018977498,40
"13","2006",-0.475271532628842,-0.941216382128728,28
"14","2006",0.437979269444834,0.107289218173693,45
"15","2006",0.836657491096738,-1.84518996688658,41
"16","2006",-0.558017421666957,-1.63766184830492,35
"17","2006",0.328582369967335,-0.523754726657621,25
"18","2006",-0.445766525273363,-1.21643970194851,22
"19","2006",0.524349454426144,-2.29777906360649,33
"2","2006",0.512006129824797,-1.77447095862128,36
"20","2006",0.863515426659352,-0.532885782896649,20
"21","2006",-0.467924672002174,-2.41631327797365,25
"22","2006",0.530179501963377,-0.629230325017346,42
"23","2006",0.881599352728465,-1.97950961804059,35
"24","2006",0.75191044114787,0.101492225590445,42
"25","2006",1.00395679061149,-0.572596004954127,38
"26","2006",-0.258317970657532,-1.42348574516244,27
"27","2006",-0.873652169977444,-1.76203065378194,27
"28","2006",-1.92120266841687,-0.894462297510122,27
"29","2006",-0.214250779717555,-1.45164739672631,31
"3","2006",-0.35257522692208,-0.539415737259214,44
"30","2006",-0.0472329786190144,-1.72276158833793,28
"31","2006",-0.191528884211141,-0.456736154498001,35
"32","2006",-0.28579954543957,-1.35645017552862,25
"33","2006",0.051128169211058,-0.094055102308085,27
"34","2006",0.689216072544018,-2.04846970388185,22
"35","2006",0.0291142888937196,-2.01474709813361,22
"36","2006",-0.38390647558702,-3.44693555660482,20
"37","2006",-0.00822777772662097,-1.39166520218326,22
"38","2006",0.47214348454081,-1.34523334798957,37
"39","2006",0.502390057572352,-1.09132767571701,26
"4","2006",-0.563810887181011,-1.57526083357943,38
"40","2006",0.226419240666744,-1.60254324785551,31
"41","2006",-0.11933372003343,-1.59663140224904,37
"42","2006",-0.0148158765783595,-1.29694509533294,34
"43","2006",0.253037185977872,-1.79567782262896,23
"44","2006",0.523511720494222,-1.08316095679468,24
"45","2006",0.569795029964963,-1.09958495493108,30
"46","2006",0.485822772092953,-2.53057661309977,25
"47","2006",-0.0105081637905552,-1.66447041056664,30
"48","2006",0.637300303841018,-1.684597678037,35
"49","2006",0.0478510925858253,-1.35898314117037,25
"5","2006",1.11957781927174,-0.349208748475792,28
"50","2006",-0.926695349019436,-1.65666687548033,32
"51","2006",-0.746433504668609,-2.60104667953247,39
"52","2006",-0.941304982436408,-1.94690751175917,46
"53","2006",-0.259786405560558,-2.02514065438876,31
"54","2006",0.329133934859754,-1.47383499611108,36
"55","2006",-1.26596847313328,-0.364319521016541,30
"56","2006",-0.418901459561614,-1.46089498179527,31
"57","2006",0.473154274965326,-1.36162214054014,25
"58","2006",-0.138116992860293,-1.73400100762149,16
"59","2006",-0.973403782492202,-2.43589845241429,27
"6","2006",0.698590091495735,-1.52281263444935,29
"60","2006",0.611245407628329,-1.30182161213241,20
"61","2006",1.04961497554533,-0.6543872859963,18
"62","2006",0.644525447854576,-1.23790661316478,17
"63","2006",0.426854794522139,-1.0475047562205,36
"64","2006",0.753825260290552,-0.803327039865838,24
"65","2006",-1.54308436200111,-3.72915278576273,13
"66","2006",-1.04016398428592,-2.53871999776981,14
"67","2006",-0.185625188052299,-1.04854048433465,30
"68","2006",-0.181730359229863,-0.454475809421877,36
"69","2006",-0.0877723648926123,-2.00832732898199,22
"7","2006",0.256579154507646,-2.01529485977274,38
"70","2006",0.461129778209517,-2.70360614197794,19
