id,seed_mass_g
Hyssopus_officinalis,1.3
Hystrix_patula,4.79
Iberis_amara,2.6
Iberis_coronaria,2.98
Iberis_integerrima,1.42
Iberis_sempervirens,2.83
Iberis_umbellata,0.3
Ibervillea_lindheimeri,32.98
Idesia_polycarpa,1.8
Idiospermum_australiense,82000
Ifloga_spicata,0.08
Ihlenfeldtia_excavata,53.53
Ihlenfeldtia_vanzylii,0.07
Ileostylus_micranthus,5.16
Ilex_aculeolata,12.09
Ilex_aquifolium,27
Ilex_aquifolium,158.73
Ilex_asprella,4.8
Ilex_brandegeeana,17.11
Ilex_cornuta,22.29
Ilex_crenata,12
Ilex_decidua,9.3
Ilex_fengqingensis,4.48
Ilex_glabra,11.78
Ilex_Ilex,23.56
Ilex_integra,30.3
Ilex_inundata,13
Ilex_latifolia,8.6
Ilex_macropoda,37.81
Ilex_manneiensis,1.33
Ilex_memecylifolia,1.57
Ilex_mitis,2.11
Ilex_montana,12.73
Ilex_opaca,17.2
Ilex_pedunculosa,14.08
Ilex_pubescens,1.3
Ilex_purpurea,9
Ilex_retusa,0.24
Ilex_serrata,1.9
Ilex_szechwanensis,13.32
Ilex_triflora,1.44
Ilex_valerioi,10
Ilex_verticillata,25.3
Ilex_vomitoria,22.8
Iliamna_latibracteata,1.74
Iliamna_rivularis,3.16
Illecebrum_verticillatum,0.06
Illicium_anisatum,37.24
Illicium_floridanum,6.1877
Illicium_henryi,4.2373
Illicium_parviflorum,8.084
Illicium_verum,47.6
Illigera_madagascariensis,90.59
Impatiens_austrotanzanica,1.34
Impatiens_balsamina,8.6
Impatiens_biflora,7.756
Impatiens_glandulifera,10.16
Impatiens_gomphophylla,2.36
Impatiens_hamata,0.35
Impatiens_holstii,0.43
Impatiens_hydrogetonoides,2.73
Impatiens_nana,0.77
Impatiens_noli-tangere,4.98
Impatiens_parviflora,8
Impatiens_polyantha,2.73
Impatiens_pseudohamata,0.24
Impatiens_quisqualis,2.33
Impatiens_shirensis,2.69
Impatiens_textori,5.03
Impatiens_walleriana,0.61
Imperata_cylindrica,0.11
Incarvillea_arguta,0.18
Incarvillea_grandiflora,4.72
Indigastrum_argyroides,0.85
Indigofera_adenocarpa,1.29
Indigofera_anabibensis,0.63
Indigofera_antunesiana,3.06
Indigofera_arenophila,1.46
Indigofera_arrecta,3.2
Indigofera_articulata,7.27
Indigofera_astragalina,4.7
Indigofera_atriceps,0.96
Indigofera_atriceps,1.2
Indigofera_auricoma,1.07
Indigofera_australis,5
Indigofera_berhautiana,0.82
Indigofera_bogdanii,5.24
Indigofera_brachybotrys,3.62
Indigofera_brachystachya,3.2
Indigofera_bracteolata,1.67
Indigofera_capitata,1.59
Indigofera_charlieriana,0.93
Indigofera_circinnata,2.38
Indigofera_coerulea,5.61
Indigofera_coerulea,6.07
Indigofera_colutea,0.89
Indigofera_congesta,0.66
Indigofera_cordifolia,0.813
Indigofera_costata,1.48
Indigofera_cryptantha,5.79
Indigofera_daleoides,1.07
Indigofera_daleoides,1.09
Indigofera_deightonii,1.26
Indigofera_deightonii,2.17
Indigofera_dendroides,2.53
Indigofera_densiflora,4.1
Indigofera_dimidiata,2.32
Indigofera_echinata,10.3
Indigofera_emarginata,3.76
Indigofera_endecaphylla,2.1
Indigofera_filicaulis,8.1
Indigofera_filifolia,9
Indigofera_filipes,1.79
Indigofera_flavicans,3.75
Indigofera_fleckii,1.61
Indigofera_frutescens,13.9
Indigofera_fulgens,4.65
Indigofera_geminata,1.03
Indigofera_georgei,2.43
Indigofera_hedyantha,2.52
Indigofera_helmsii,3.95
Indigofera_hendecaphylla,2.1
Indigofera_heterophylla,4.04
Indigofera_hirsuta,2.2
Indigofera_hochstetteri,1
Indigofera_hochstetteri,1.383
Indigofera_homblei,5.63
Indigofera_jaliscensis,4.4
Indigofera_kerstingii,2.78
Indigofera_leprieurii,3.14
Indigofera_leptosepala,4.6
Indigofera_leucotricha,7.24
Indigofera_lindheimeriana,5.05
Indigofera_linifolia,1.4
Indigofera_linnaei,1.75
Indigofera_lupatana,7.86
Indigofera_lyallii,6.09
Indigofera_lyallii,7.63
Indigofera_macrocalyx,2.1
Indigofera_macrophylla,2.66
Indigofera_melanadenia,3.35
Indigofera_microcarpa,1.58
Indigofera_nummulariifolia,10
Indigofera_oblongifolia,1.83
Indigofera_omissa,1.91
Indigofera_ormocarpoides,2.27
Indigofera_paniculata,1.67
Indigofera_pascuorum,3.96
Indigofera_phillipsiae,0.95
Indigofera_pilosa,1
Indigofera_polysphaera,1.7
Indigofera_pratensis,5.8
Indigofera_prieureana,2.41
Indigofera_pulchra,1.15
Indigofera_rautanenii,1.35
Indigofera_rhynchocarpa,8.97
Indigofera_rothii,4
Indigofera_sanguinea,2.95
Indigofera_schimperi,2.03
Indigofera_schimperi,7.78
Indigofera_secundiflora,1.07
Indigofera_secundiflora,1.13
Indigofera_secundiflora,1.2
Indigofera_senegalensis,0.9
Indigofera_simplicifolia,3.02
Indigofera_sphaerocarpa,4
Indigofera_spicata,0.52
Indigofera_stricta,3.7
Indigofera_suffruticosa,3
Indigofera_sulcata,0.4
Indigofera_swaziensis,5.84
Indigofera_swaziensis,6.49
Indigofera_terminalis,2.1
Indigofera_tinctoria,2.7
Indigofera_tinctoria,2.75
Indigofera_tristoides,6.85
Indigofera_vicioides,1.65
Indigofera_vohemarensis,0.96
Indigofera_wentzeliana,1.56
Indigofera_zenkeri,0.75
Indigofera_zeyheri,3.43
Inga_acrocephala,1480
Inga_cf.,1970
Inga_edulis,539
Inga_leiocalycina,515
Inga_marginata,200
Inga_mathewsiana,475
Inga_minutula,380
Inga_nobilis,480
Inga_sapindoides,350
Inga_semialata,200
Inga_sp.,1030
Inga_splendens,1970
Intsia_bijuga,1473.35
Intsia_palembanica,7000
Inula_aschersoniana,0.58
Inula_barbata,0.1
Inula_britannica,0.152
Inula_conyza,0.24
Inula_crithmoides,0.37
Inula_ensifolia,0.54
Inula_germanica,0.098
Inula_grandiflora,0.33
Inula_graveolens,0.4
Inula_helenium,1.01
Inula_hirta,1.12
Inula_lozanoi,0.14
Inula_mannii,0.25
Inula_paniculata,0.18
Inula_rhizocephala,0.24
Inula_salicina,0.45
Inula_spiraeifolia,0.195
Inula_verbascifolia,0.13
Inula_viscosa,0.3
Ionactis_alpina,1.42
Iostephane_heterophylla,9.6
Iphigenia_pauciflora,1.13
Iphiona_maris-mortui,0.8
Iphiona_scabra,0.77
Iphiona_senecionoides,1.24
Ipomoea_acanthocarpa,37.56
Ipomoea_adenioides,74.04
Ipomoea_adenioides,91.2
Ipomoea_albivenia,90.92
Ipomoea_amnicola,15
Ipomoea_aquatica,43.5
Ipomoea_argentaurata,12.35
Ipomoea_asarifolia,77.45
Ipomoea_bisavium,24.94
Ipomoea_cardiophylla,56.3
Ipomoea_carnea,79.2
Ipomoea_cholulensis,11.36
Ipomoea_cicatricosa,41.37
Ipomoea_cissoides,45.4
Ipomoea_conzattii,29.52
Ipomoea_coptica,7.62
Ipomoea_cordatotriloba,15.03
Ipomoea_costata,41.2
Ipomoea_crassipes,30.55
Ipomoea_cristulata,11.57
Ipomoea_dichroa,18.06
Ipomoea_donaldsonii,14.46
Ipomoea_eriocarpa,8.2
Ipomoea_gracilisepala,11.91
Ipomoea_hederacea,28.2
Ipomoea_hildebrandtii,87.61
Ipomoea_hochstetteri,26.63
Ipomoea_involucrata,18.5
Ipomoea_jaegeri,119.51
Ipomoea_keraudreniae,26.89
Ipomoea_kituiensis,60.87
Ipomoea_kituiensis,70.14
Ipomoea_leptophylla,105
Ipomoea_leptotoma,4.61
Ipomoea_lobata,0.03
Ipomoea_macrantha,221.13
Ipomoea_mauritiana,47.53
Ipomoea_mojangensis,28.89
Ipomoea_muelleri,45.8
Ipomoea_muricata,13
Ipomoea_nil,35.2
Ipomoea_obscura,31.66
Ipomoea_pandurata,43
Ipomoea_parasitica,178
Ipomoea_pauciflora,86.4
Ipomoea_pes-caprae,94.36
Ipomoea_pes-tigridis,16.1
Ipomoea_pileata,15.33
Ipomoea_pilosa,18
Ipomoea_plebeia,12.08
Ipomoea_polpha,157.68
Ipomoea_purpurea,30.2
Ipomoea_quamoclit,13.5
Ipomoea_quamoclit,31.3
Ipomoea_rubens,44.95
Ipomoea_sericophylla,13.68
Ipomoea_stans,46.72
Ipomoea_teotitlanica,44.76
Ipomoea_tricolor,23.75
Ipomoea_triloba,12.6
Ipomoea_turbinata,148.23
Ipomoea_velutipes,25.04
Ipomoea_verbascoidea,87.07
Ipomoea_violacea,234.82
Ipomopsis_aggregata,1.79
Ipomopsis_arizonica,2.1
Ipomopsis_congesta,0.873
Ipomopsis_rubra,1.33
Iresine_arbuscula,0.9
Iresine_discolor,0.56
Iresine_rotundifolia,3.98
Iresine_stricta,0.39
Iriartea_deltoidea,3900
Iriartea_ventricosa,2900
Iris_bracteata,9.72
Iris_caucasica,10.46
Iris_cedreti,39.52
Iris_chrysophylla,8.45
Iris_douglasiana,20.85
Iris_foetidissima,90.61
Iris_graminea,17.81
Iris_hartwegii,12.084
Iris_iberica,27.47
Iris_innominata,23.639
Iris_kerneriana,11.8
Iris_longipetala,26.381
Iris_milesii,23.13
Iris_missouriensis,15.8
Iris_nigricans,61.8
Iris_ochroleuca,34.3
Iris_pseudacorus,49
Iris_pumila,15.8
Iris_ruthenica,9.88
Iris_sanguinea,8.9
Iris_setosa,3.75
Iris_setosa,8.58
Iris_sibirica,15.8
Iris_sintenisii,19.2
Iris_spuria,24.99
Iris_spuria,29.23
Iris_unguicularis,3.93
Iris_versicolor,15.02
Iris_x,52
Irvingbaileya_australis,220
Iryanthera_aff.,500
Iryanthera_cf.,1600
Iryanthera_juruensis,4000
Isachne_globosa,0.8
Isachne_mauritiana,0.06
Isatis_aucheri,4
Isatis_iberica,4.72
Isatis_lusitanica,8.6
Isatis_tinctoria,2.8
Ischaemum_afrum,2.53
Ischaemum_rugosum,0.71
Ischaemum_rugosum,0.84
Ischyrolepis_ocreata,2.4
Ischyrolepis_sieberi,2.49
Ischyrolepis_subverticellata,1.77
Iseilema_membranaceum,2.32
Iseilema_vaginiflorum,1.01
Isoberlinia_angolensis,2990
Isocoma_acradenia,0.547
Isocoma_acradenia,0.816
Isocoma_acradenia,1.94
Isocoma_drummondii,0.85
Isocoma_menziesii,0.56
Isocoma_tenuisecta,1.64
Isocoma_veneta,0.6
Isodon_calycinus,0.58
Isodon_rugosa,0.41
Isolepis_cernua,0.13
Isolepis_cernua,0.15
Isolepis_crassiuscula,0.31
Isolepis_fluitans,1.92
Isolepis_hystrix,0.04
Isolepis_inundata,0.07
Isolepis_montivaga,0.2
Isolepis_nodosa,0.18
Isolepis_prolifera,0.04
Isolepis_setacea,0.08
Isolepis_stellata,0.03
Isomeris_arborea,55.9
Isopogon_anemonifolius,4.56
Isopogon_anethifolius,3.4
Isopogon_buxifolius,1.62
Isopogon_ceratophyllus,6.56
Isopogon_cuneatus,5.2
Isopogon_dawsonii,2.74
Isopogon_divergens,2.71
Isopogon_formosus,1.28
Isopogon_latifolius,6.06
Isopogon_petiolaris,3.77
Isopogon_trilobus,4.83
Isopyrum_thalictroides,4.49
Isotoma_anethifolia,0.08
Isotoma_axillaris,0.07
Isotoma_fluviatilis,0.04
Isotoma_petraea,0.06
Isotoma_pusilla,0.02
Isotoma_scapigera,0.01
Isotropis_atropurpurea,12.6
Iva_acerosa,0.82
Iva_annua,3.06
Iva_axillaris,1.5
Iva_frutescens,1.6
Iva_xanthifolia,1.2
Iva_xanthiifolia,0.7
Ivesia_lycopodioides,0.249
Ixerba_brexioides,17.4
Ixia_dubia,1.08
Ixia_maculata,0.67
Ixia_scillaris,0.56
Ixiochlamys_cuneifolia,0.38
Ixiochlamys_filicifolia,0.18
Ixiolaena_chloroleuca,0.35
Ixiolirion_tataricum,3.8
Ixiolirion_tataricum,6.54
Ixodia_achillaeoides,0.27
Ixonanthes_reticulata,3
Ixora_brachypoda,65.86
Ixora_congesta,64
Ixora_javanica,73
Ixora_pendula,100
Ixora_peruviana,45
Jacaranda_copaia,5
Jacaranda_mimosifolia,11.7
Jacaranda_obtusifolia,7.19
Jacaranda_rhombifolia,19.61
Jacaratia_digitata,40
Jacaratia_dolichaula,60
Jacaratia_mexicana,61.31
Jacksonia_cupulifera,15.96
Jacksonia_floribunda,10.5
Jacksonia_racemosa,2.38
Jacksonia_scoparia,3.73
Jacquemontia_cumanensis,2.26
Jacquemontia_martii,4.54
Jacquemontia_ovalifolia,3.87
Jacquemontia_paniculata,2.72
Jacquemontia_pentantha,8.02
Jacquemontia_tamnifolia,4.35
Jacquinia_aristata,16.09
Jacquinia_macrocarpa,31.6
Jacquinia_pungens,55.3
Jacquinia_seleriana,551.3
Jaeschkea_oligosperma,2
Jagera_pseudorhus,36.15
Jamesbrittenia_atropurpurea,0.06
Jamesbrittenia_barbata,0.38
Jamesbrittenia_burkeana,0.08
Jamesbrittenia_fragilis,0.02
Jamesbrittenia_glutinosa,0.03
Jamesbrittenia_grandiflora,0.05
Jamesbrittenia_hereroensis,0.05
Jamesbrittenia_macrantha,0.18
Jamesbrittenia_maxii,0.04
Jamesbrittenia_merxmuelleri,0.58
Jamesbrittenia_primuliflora,0.02
Jamesbrittenia_tenuifolia,0.22
Janusia_gracilis,5.95
Jasione_heldreichii,0.04
Jasione_laevis,0.04
Jasione_montana,0.07
Jasminum_angulare,128.01
Jasminum_dichotomum,205.18
Jasminum_didymum,68.76
Jasminum_didymum,170
Jasminum_floribundum,27.27
Jasminum_fluminense,90.65
Jasminum_fruticans,116.5
Jasminum_humile,27.98
Jasminum_multipartitum,202.68
Jasminum_officinale,62.9
Jasminum_puberulum,1085.93
Jasminum_simplicifolium,55.17
Jasminum_stenolobum,70.96
Jasminum_suavissimum,57.11
Jateorhiza_palmata,413.6
Jatropa_dhofarica,57.44
Jatropa_mahafalensis,626.95
Jatropa_natalensis,126.38
Jatropa_schlechteri,102.8
Jatropa_spicata,72.74
Jatropha_cordata,245
Jatropha_curcas,531
Jatropha_dioica,266
Jatropha_gossypiifolia,46.04
Jatropha_integerrima,40
Jatropha_macrorhiza,101
Jaumea_carnosa,0.54
Jefea_pringlei,1.03
Jeffersonia_diphylla,27.9
Jepsonia_heterandra,0.098
Johrenia_dichotana,4.41
Jordaaniella_cuprea,0.11
Jordaaniella_dubia,0.11
Jordaaniella_spongiosa,0.06
Jovellana_sinclairii,0.02
Jovibarba_hirta,0.076
Jubaea_chilensis,7172
Juglans_ailantifolia,6767
Juglans_californica,9081.42
Juglans_cinerea,14026
Juglans_hindsii,9068.04
Juglans_major,5019.96
Juglans_mandshurica,9259
Juglans_microcarpa,4965.18
Juglans_neotropica,26316
Juglans_nigra,11303
Juglans_regia,6711
Juglans_regia,11490
Juglans_sieboldiana,4651
Juglans_sieboldiana,6494
Julbernardia_globiflora,364
Julbernardia_paniculata,347.28
Juncus_achalensis,0.01
Juncus_acuminatus,0.04
Juncus_acutiflorus,0.01
Juncus_acutus,0.063
Juncus_acutus,1.2
Juncus_alexandri,0.01
Juncus_alpinoarticulatus,0.02
Juncus_amabilis,0.01
Juncus_ambiguus,0.02
Juncus_antarcticus,0.04
Juncus_arcticus,0.04
Juncus_articulatus,0.02
Juncus_astreptus,0.01
Juncus_atratus,0.032
Juncus_balticus,0.04
Juncus_balticus,0.05
Juncus_bassianus,0.01
Juncus_bolanderi,0.01
Juncus_brachycarpus,0.006
Juncus_brevicaudatus,0.02
Juncus_breweri,0.22
Juncus_bufonius,0.02
Juncus_bulbosus,0.01
Juncus_caespiticius,0.03
Juncus_canadensis,0.04
Juncus_capitatus,0.02
Juncus_castaneus,0.07
Juncus_compressus,0.01
Juncus_confusus,0.47
Juncus_conglomeratus,0.02
Juncus_cooperi,0.1
Juncus_coriaceus,0.05
Juncus_curtisiae,0.03
Juncus_drummondii,0.02
Juncus_dudleyi,0.01
Juncus_edgariae,0.01
Juncus_effusus,0.02
Juncus_effusus,0.021
Juncus_effusus,0.04
Juncus_ensifolius,0.028
Juncus_exsertus,0.01
Juncus_falcatus,0.01
Juncus_filiformis,0.02
Juncus_fockei,0.01
Juncus_foliosus,0.04
Juncus_fontanesii,0.01
Juncus_fontanesii,0.02
Juncus_gerardii,0.03
Juncus_gracilicaulis,0.02
Juncus_greenei,0.01
Juncus_holoschoenus,0.04
Juncus_homalocaulis,0.03
Juncus_inflexus,0.03
Juncus_interior,0.016
Juncus_kraussii,0.02
Juncus_kraussii,0.04
Juncus_lesueurii,0.08
Juncus_lomatophyllus,0.02
Juncus_longistylis,0.01
Juncus_marginatus,0.004
Juncus_maritimus,0.03
Juncus_mertensianus,0.01
Juncus_mexicanus,0.033
Juncus_nevadensis,0.22
Juncus_nodosus,0.01
Juncus_occidentalis,0.01
Juncus_orthophyllus,0.03
Juncus_oxycarpus,0.01
Juncus_oxymeris,0.02
Juncus_pallidus,0.01
Juncus_parryi,0.028
Juncus_patens,0.02
Juncus_pauciflorus,0.02
Juncus_pelocarpus,0.012
Juncus_phaeocephalus,0.008
Juncus_phaeocephalus,0.01
Juncus_phaeocephalus,0.02
Juncus_planifolius,0.01
Juncus_prismatocarpus,0.01
Juncus_procerus,0.01
Juncus_pygmaeus,0.01
Juncus_radula,0.01
Juncus_rigidus,0.02
Juncus_sarophorus,0.01
Juncus_scirpoides,0.009
Juncus_setchuensis,0.02
Juncus_squarrosus,0.1
Juncus_subnodulosus,0.01
Juncus_subsecundus,0.01
Juncus_tenuis,0.01
Juncus_torreyi,0.01
Juncus_trifidus,0.17
Juncus_triglumis,0.04
Juncus_uncialis,0.145
Juncus_uruguensis,0.16
Juncus_usitatus,0.01
Juncus_validus,0.01
Juncus_xiphioides,0.012
Juncus_xiphioides,0.07
Juniperus_ashei,42.9
Juniperus_ashei,42.9
Juniperus_bermudiana,49.02
Juniperus_bermudiana,49.02
Juniperus_californica,62.8
Juniperus_californica,62.8
Juniperus_chinensis,12.41
Juniperus_chinensis,12.41
Juniperus_communis,23.3
Juniperus_communis,23.3
Juniperus_communis,53.5
Juniperus_communis,53.5
Juniperus_communis,77.53
Juniperus_communis,77.53
Juniperus_deppeana,177.62
Juniperus_deppeana,177.62
Juniperus_erythrocarpa,29.13
Juniperus_erythrocarpa,29.13
Juniperus_excelsa,15.8
Juniperus_excelsa,15.8
Juniperus_excelsa,240.66
Juniperus_excelsa,240.66
Juniperus_flaccida,20.53
Juniperus_flaccida,20.53
Juniperus_foetidissima,256.41
Juniperus_foetidissima,256.41
Juniperus_gracilior,50
Juniperus_gracilior,50
Juniperus_horizontalis,13
Juniperus_horizontalis,13
Juniperus_horizontalis,13.38
Juniperus_horizontalis,13.38
Juniperus_macrocarpa,8.55
Juniperus_macrocarpa,8.55
Juniperus_macropoda,28.99
Juniperus_macropoda,28.99
Juniperus_mexicana,89.29
Juniperus_mexicana,89.29
Juniperus_monosperma,24.89
Juniperus_monosperma,24.89
Juniperus_oblonga,70.7
Juniperus_oblonga,70.7
Juniperus_occidentalis,60
Juniperus_occidentalis,60
Juniperus_osteosperma,149
Juniperus_osteosperma,149
Juniperus_oxycedrus,285.1
Juniperus_oxycedrus,285.1
Juniperus_pachyphlaea,83.33
Juniperus_pachyphlaea,83.33
Juniperus_phoenicea,264.99
Juniperus_phoenicea,264.99
Juniperus_pinchotii,66.61
Juniperus_pinchotii,66.61
Juniperus_procera,38
Juniperus_procera,38
Juniperus_procumbens,11.76
Juniperus_procumbens,11.76
Juniperus_pseudo-sabina,126.09
Juniperus_pseudo-sabina,126.09
Juniperus_rigida,15.02
Juniperus_rigida,15.02
Juniperus_sabina,14.97
Juniperus_sabina,14.97
Juniperus_sargentii,88.5
Juniperus_sargentii,88.5
Juniperus_scopulorum,21.9
Juniperus_scopulorum,21.9
Juniperus_semiglobosa,10.63
Juniperus_semiglobosa,10.63
Juniperus_thurifera,30.5
Juniperus_thurifera,30.5
Juniperus_utahensis,158.73
Juniperus_utahensis,158.73
Juniperus_virginiana,15.1
Juniperus_virginiana,15.1
Jurinea_albicaulis,7.87
Jurinea_anatolica,3.7
Jurinea_blanda,3.09
Jurinea_macrocephala,3.72
Justicia_betonica,5.29
Justicia_bracteata,2.72
Justicia_californica,12.07
Justicia_cuneata,71.47
Justicia_divaricata,22.78
Justicia_tenella,0.09
Juttadinteria_albata,81.19
Juttadinteria_attenuata,120.12
Juttadinteria_ausensis,179.64
Juttadinteria_deserticola,57.19
Juttadinteria_kovisimontana,129.88
Juttadinteria_simpsonii,0.08
Juttadinteria_suavissima,0.29
Kadsura_coccinea,61.676
Kadsura_heteroclita,9.14
Kadsura_japonica,4.471
Kadsura_longipedunculata,3.018
Kadsura_oblongifolia,3.038
Kageneckia_angustifolia,5.19
Kageneckia_oblonga,3.9
Kalanchoe_arborescens,0.21
Kalanchoe_beauverdii,0.02
Kalanchoe_beharensis,0.02
Kalanchoe_bipartita,0.05
Kalanchoe_blossfeldiana,0.01
Kalanchoe_boranae,0.03
Kalanchoe_brachyloba,0.05
Kalanchoe_bracteata,0.01
Kalanchoe_calcicola,0.06
Kalanchoe_citrina,0.01
Kalanchoe_crenata,0.04
Kalanchoe_daigremontiana,0.01
Kalanchoe_densiflora,0.03
Kalanchoe_gastonis-bonnieri,0.02
Kalanchoe_glaucescens,0.02
Kalanchoe_grandidieri,0.49
Kalanchoe_hildebrandtii,0.02
Kalanchoe_laciniata,0.02
Kalanchoe_lanceolata,0.03
Kalanchoe_lateritia,0.01
Kalanchoe_linearifolia,0.34
Kalanchoe_mitejea,0.02
Kalanchoe_neglecta,0.03
Kalanchoe_orgyalis,0.02
Kalanchoe_paniculata,0.04
Kalanchoe_petitiana,0.04
Kalanchoe_prittwitzii,0.03
Kalanchoe_rosei,0.02
Kalanchoe_rotundifolia,0.02
Kalanchoe_sexargularis,0.02
Kalanchoe_synsepala,0.03
Kalanchoe_tetraphylla,0.06
Kalanchoe_thyrsiflora,0.16
Kalanchoe_tomentosa,0.25
Kalanchoe_tubiflora,0.03
Kalimeris_indica,0.25
Kalimeris_pinnatifida,0.65
Kallstroemia_grandiflora,4.2
Kalmia_angustifolia,0.005
Kalmia_latifolia,0.02
Kalmia_microphylla,0.01
Kalmia_polifolia,0.009
Kalopanax_pictus,5
Kalopanax_septemlobus,1.8
Kanahia_laniflora,0.87
Kaokochloa_nigrirostris,6.68
Karelinia_caspia,0.3
Karomia_microphylla,27.3
Karomia_mira,31.68
Karwinskia_calderonii,64
Karwinskia_humboldtiana,75.89
Karwinskia_mollis,37.9
Kayea_assamica,25000
Keckiella_antirrhinoides,0.16
Keckiella_antirrhinoides,0.25
Keckiella_breviflora,0.15
Keckiella_cordifolia,0.69
Keckiella_corymbosa,0.15
Keckiella_lemmonii,0.153
Keckiella_ternata,0.3
Kedrostis_crassirostrata,26.81
Kedrostis_foetidissima,10.43
Kedrostis_leloja,11.93
Keerlia_laxa,0.78
Keetia_cornelia,284.26
Keetia_multiflora,523.4
Keetia_venosa,40.05
Keetia_zanzibarica,75.46
Kelleria_dieffenbachii,0.155
Kelloggia_galioides,2.131
Kennedia_coccinea,26.31
Kennedia_eximia,6.15
Kennedia_nigricans,14.46
Kennedia_prostrata,19.48
Kennedia_rubicunda,25.5
Kennedia_stirlingii,41.7
Keraudrenia_collina,1.92
Keraudrenia_hermanniifolia,2.2
Keraudrenia_integrifolia,1.75
Kernera_saxatilis,0.14
Kerria_japonica,13.8
Khaya_anthotheca,248
Khaya_grandifolia,251.57
Khaya_grandifoliola,230
Khaya_ivorensis,201
Khaya_nyasica,220.94
Khaya_senegalensis,237
Kickxia_aegyptiaca,2.3
Kickxia_elatine,0.33
Kickxia_heterophylla,0.04
Kickxia_spuria,0.41
Kigelia_africana,125
Kingiodendron_pinnatum,6250
Kippistia_suaedifolia,0.07
Kirengeshoma_palmata,2
Kirkia_acuminata,102.25
Kirkia_excelsa,80.5
Kirkia_wilmsii,13.98
Kissenia_arabica,80.03
Kissenia_capensis,154
Kitaibela_balansae,3.96
Kleinhovia_hospita,8.9
Kleinia_abyssinica,2.69
Kleinia_petraea,2.13
Knautia_arvensis,4.24
Knautia_transalpina,3.52
Knautia_velutina,2.53
Knema_latericia,1670
Knema_laurina,1100
Knightia_excelsa,29
Kniphofia_grantii,0.75
Kniphofia_latifolia,1.67
Kniphofia_porphyrantha,1.32
Kniphofia_rooperi,2.63
Kniphofia_splendida,2.67
Kniphofia_tysonii,1.39
Kniphofia_uvaria,2.23
Knowltonia_transvaalensis,8.32
Knowltonia_vesicatoria,16.02
Kobresia_simpliciuscula,0.48
Kochia_childsii,0.63
Kochia_prostrata,0.44
Kochia_scoparia,1.6
Koehneria_madagascariensis,0.36
Koeleria_capensis,0.1
Koeleria_cristata,0.21
Koeleria_glaucovirens,1.1
Koeleria_gracilis,0.23
Koeleria_macrantha,0.3
Koeleria_vallesiana,0.48
Koelpinia_linearis,1.99
Koelreuteria_bipinnata,67
Koelreuteria_formosana,40
Koelreuteria_integrifoliola,80.29
Koelreuteria_minor,22.75
Koelreuteria_paniculata,115.2
Kohautia_amatymbica,0.08
Kohautia_azurea,0.04
Kohautia_grandiflora,0.02
Kohautia_lasiocarpa,0.02
Kohautia_senegalensis,0.03
Kohlrauschia_prolifera,0.27
Kokoona_reflexa,460
Korolkowia_sewerzowi,10.48
Kosteletzkya_diplocrater,24.31
Kosteletzkya_pentacarpa,24.64
Kosteletzkya_virginica,24.5
Kotschya_aeschynomenoides,2.22
Kotschya_strobilantha,3.71
Kotschya_thymodora,3.67
Krameria_cistoidea,231.86
Krameria_erecta,104.56
Krameria_grayi,64.95
Krascheninnikovia_lanata,3.2
Krauseola_gillettii,0.09
Kraussia_floribunda,118.92
Krigia_virginica,0.416
Kummerowia_stipulacea,1.9
Kummerowia_striata,1.25
Kundmannia_sicula,5.21
Kunstleria_ridleyi,190
Kunzea_acicularis,0.1
Kunzea_ambigua,0.03
Kunzea_bracteolata,0.07
Kunzea_capitata,0.04
Kunzea_ericifolia,0.19
Kunzea_ericoides,0.06
Kunzea_flavescens,0.03
Kunzea_micrantha,2.99
Kunzea_montana,0.22
Kunzea_opposita,0.04
Kunzea_parvifolia,0.1
Kunzea_pauciflora,0.14
Kunzea_pomifera,1.32
Kunzea_pulchella,0.12
Kunzea_similis,0.32
Kydia_calycina,11
Kyllinga_alba,0.43
Kyllinga_erecta,0.19
Kyllinga_nervosa,0.07
Kyllinga_nervosa,0.14
Kyllinga_peruviana,0.19
Kyllinga_pumila,0.07
Kyllinga_squamulata,0.38
Kyllingiella_microcephala,0.01
Kyphocarpa_angustifolia,6.61
Labichea_buettneriana,88.04
Labichea_lanceolata,41.28
Labichea_lanceolata,57.25
Labichea_teretifolia,31.9
Lablab_purpureus,120.57
Lablab_purpureus,224.7
Laburnum_alpinum,28.57
Laburnum_anagyroides,37
Lachanodes_arborea,9.58
Lachenalia_contaminata,0.4
Lachenalia_elegans,1.39
Lachenalia_giessii,1.82
Lachenalia_liliiflora,1.07
Lachenalia_lutea,0.35
Lachenalia_orchioides,1.04
Lachenalia_orthopetala,0.6
Lachenalia_pallida,0.37
Lachenalia_polyphylla,0.49
Lachenalia_pustulata,0.73
Lachenalia_reflexa,1.1
Lachenalia_splendida,1.04
Lachenalia_unifolia,0.69
Lachenalia_violacea,1.08
Lachnagrostis_aemula,0.2
Lachnagrostis_billardierei,0.21
Lachnagrostis_elata,0.15
Lachnagrostis_filiformis,0.14
Lachnagrostis_glabra,0.45
Lachnagrostis_limitanea,0.11
Lachnagrostis_robusta,0.19
Lachnocaulon_anceps,15.33
Lacistema_aggregatum,35.2
Lacmellea_panamensis,341.8
Lactuca_biennis,0.9
Lactuca_cretica,1.5
Lactuca_floridana,1.57
Lactuca_indica,0.85
Lactuca_intybacea,0.76
Lactuca_ludoviciana,1.23
