id,seed_mass_g
Carex_bicolor,0.58
Carex_bigelowii,0.9
Carex_binervis,1.52
Carex_brevior,0.89
Carex_breweri,0.289
Carex_brizoides,0.28
Carex_buchananii,0.63
Carex_bushii,2.56
Carex_canescens,0.3
Carex_capillaris,0.59
Carex_capitata,1.975
Carex_caryophyllea,0.77
Carex_caryophyllea,1.13
Carex_cataractae,0.45
Carex_cephalophora,0.318
Carex_cephalotes,0.55
Carex_cespitosa,0.63
Carex_cherokeensis,1.16
Carex_chihuahuensis,0.54
Carex_chordorrhiza,1.25
Carex_cirrhosa,0.33
Carex_colensoi,1.08
Carex_comans,0.63
Carex_comosa,1.03
Carex_conferta,0.47
Carex_conoidea,0.796
Carex_crawei,1.02
Carex_crinita,0.7
Carex_cristata,0.186
Carex_cristatella,0.19
Carex_crus-corvi,1.2
Carex_cuprina,0.93
Carex_curta,0.36
Carex_curvula,2
Carex_cusickii,0.62
Carex_davisii,2
Carex_demissa,0.6
Carex_densa,0.66
Carex_depauperata,10.58
Carex_diandra,0.465
Carex_digitalis,1.558
Carex_digitata,1.09
Carex_dioica,0.76
Carex_dipsacea,1.3
Carex_dissita,0.91
Carex_distans,1.4
Carex_disticha,0.62
Carex_divisa,1.19
Carex_divulsa,1.66
Carex_divulsa,1.8
Carex_divulsa,2
Carex_druceana,0.51
Carex_ebenea,0.3
Carex_eburnea,0.354
Carex_echinata,0.86
Carex_echinochloe,1.5
Carex_elata,0.71
Carex_elongata,0.61
Carex_ericetorum,0.84
Carex_extensa,1.15
Carex_ferruginea,1.02
Carex_festucacea,1
Carex_filifolia,2.9
Carex_firma,1.11
Carex_flacca,0.87
Carex_flagellifera,0.67
Carex_flava,1.05
Carex_foenea,1.344
Carex_foetida,0.45
Carex_foliosissima,0.96
Carex_folliculata,6.57
Carex_forsteri,0.88
Carex_fracta,0.182
Carex_frankii,1.25
Carex_frigida,0.31
Carex_fuscula,0.612
Carex_gaudichaudiana,0.93
Carex_glaucescens,2.8
Carex_glaucodea,1.515
Carex_globosa,0.394
Carex_gmelinii,1.42
Carex_gracillima,1.13
Carex_granularis,0.492
Carex_grayi,15.3
Carex_grisea,1.809
Carex_gunniana,2.86
Carex_halleriana,2.17
Carex_harfordii,0.574
Carex_heteroneura,1.274
Carex_hirsutella,1.26
Carex_hirta,2.74
Carex_hispida,1.12
Carex_hoodii,1.09
Carex_hostiana,1.66
Carex_humilis,1.37
Carex_hystericina,0.48
Carex_illota,0.217
Carex_interior,0.5
Carex_intumescens,10.7
Carex_inversa,0.37
Carex_iynx,1.54
Carex_jonesii,0.104
Carex_lachenalii,0.34
Carex_lacustris,1.615
Carex_laeviculmis,0.16
Carex_laevigata,1.69
Carex_lambertiana,1.07
Carex_lanceolata,1.54
Carex_lanuginosa,1.066
Carex_lasiocarpa,7.1
Carex_laxiculmis,1.635
Carex_lenticularis,0.21
Carex_lenticularis,0.371
Carex_lenticularis,1.544
Carex_leporina,0.57
Carex_leptalea,0.366
Carex_lessoniana,0.59
Carex_limosa,1.59
Carex_liparocarpos,3.257
Carex_lupulina,5.21
Carex_lurida,1.164
Carex_luzulifolia,0.491
Carex_luzulina,0.579
Carex_luzulina,2.517
Carex_lyngbyei,1.56
Carex_mackenziei,3.69
Carex_magellanica,1.46
Carex_maorica,0.81
Carex_maritima,1.13
Carex_meadii,2.88
Carex_medwedewii,0.96
Carex_membranacea,1.07
Carex_merritt-fernaldii,0.994
Carex_mertensii,0.33
Carex_microglochin,0.39
Carex_microglochin,1.53
Carex_microptera,0.65
Carex_montana,0.99
Carex_mucronata,0.83
Carex_muhlenbergii,1.1
Carex_multicaulis,6.196
Carex_muricata,1.83
Carex_muricata,1.84
Carex_muskingumensis,0.54
Carex_nebraskensis,1
Carex_nigra,0.78
Carex_normalis,0.73
Carex_norvegica,0.29
Carex_nubigena,0.19
Carex_obnupta,0.83
Carex_obtusata,1.84
Carex_ochrosaccus,0.44
Carex_oligosperma,4.62
Carex_ornithopoda,0.84
Carex_otrubae,1.4
Carex_ovalis,0.58
Carex_pallescens,0.96
Carex_panicea,2.32
Carex_paniculata,0.75
Carex_pansa,0.94
Carex_parviflora,1.02
Carex_pauciflora,0.78
Carex_paupercula,1.22
Carex_pellita,1.8
Carex_pendula,0.65
Carex_pensylvanica,1.79
Carex_phaeocephala,1.46
Carex_pilulifera,1.1
Carex_plantaginea,2.314
Carex_pluriflora,0.36
Carex_polygama,0.714
Carex_praegracilis,0.56
Carex_projecta,0.19
Carex_proposita,0.455
Carex_pseudocyperus,0.73
Carex_pseudocyperus,1.22
Carex_pulicaris,1.62
Carex_pumila,7.05
Carex_punctata,1.25
Carex_radiata,5.93
Carex_raleighii,0.97
Carex_rariflora,1.17
Carex_raynoldsii,2.7
Carex_remota,0.48
Carex_retrorsa,1.46
Carex_riparia,2.59
Carex_rosea,0.97
Carex_rostrata,1.2
Carex_rotundata,0.88
Carex_saltuensis,1.517
Carex_sartwellii,0.48
Carex_saxatilis,0.87
Carex_scabrata,1.158
Carex_scopulorum,0.417
Carex_secta,0.74
Carex_sempervirens,1
Carex_serotina,0.67
Carex_serratodens,0.852
Carex_solanderi,1.06
Carex_spectabilis,0.61
Carex_spicata,2.04
Carex_sprengelii,1.89
Carex_stenophylla,1.4
Carex_stipata,0.74
Carex_straminiformis,0.206
Carex_stricta,0.46
Carex_strigosa,0.56
Carex_suberecta,0.4
Carex_subfusca,0.234
Carex_sylvatica,1.29
Carex_sylvatica,1.48
Carex_tahoensis,0.224
Carex_tenax,5.59
Carex_tenera,0.51
Carex_tenuiculmis,0.82
Carex_tereticaulis,1.46
Carex_testacea,0.91
Carex_tonsa,1.4
Carex_trifida,0.67
Carex_trisperma,0.97
Carex_tuckermanii,5.5
Carex_tumulicola,1.117
Carex_typhina,1.47
Carex_ultra,1
Carex_umbellata,1.028
Carex_unilateralis,0.48
Carex_utriculata,0.99
Carex_vaginata,1.18
Carex_vesicaria,0.496
Carex_vesicaria,1.5
Carex_viridula,0.47
Carex_viridula,0.57
Carex_viridula,0.6
Carex_viridula,0.82
Carex_viridula,0.95
Carex_vulpina,1.63
Carex_vulpinoidea,0.32
Carex_yunnanensis,0.44
Careya_arborea,357.14
Carica_candamarcensis,35.4
Carica_microcarpa,117
Carica_papaya,23
Cariniana_pyriformis,128.21
Carissa_bispinosa,49.43
Carissa_edulis,169.48
Carissa_spinarum,50.76
Carlina_acaulis,4.05
Carlina_biebersteinii,1.23
Carlina_corymbosa,1.36
Carlina_involucrata,3.43
Carlina_vulgaris,1.4
Carludovica_palmata,7
Carmichaelia_appressa,3.38
Carmichaelia_australis,3.75
Carmichaelia_crassicaulis,4.16
Carnegiea_gigantea,1.3
Carpanthea_pomeridiana,0.86
Carpenteria_californica,0.1
Carpesium_cernuum,0.602
Carpha_alpina,0.83
Carpha_nivicola,2.57
Carphalea_glaucescens,11.24
Carphalea_kirondron,5.95
Carphalea_madagascariensis,2.77
Carphochaete_wislizeni,1.2
Carpinus_betulus,43
Carpinus_caroliniana,26
Carpinus_cordata,8
Carpinus_japonica,4
Carpinus_laxiflora,3
Carpinus_orientalis,14.8
Carpinus_tschonoskii,13
Carpinus_turczaninovii,8.97
Carpobrotus_chilensis,0.34
Carpobrotus_dimidiatus,0.43
Carpobrotus_rossii,0.21
Carpodetus_serratus,0.5
Carpotroche_sp.,116.7
Carrichtera_annua,0.9
Carronia_protensa,102
Carthamus_arborescens,18
Carthamus_flavescens,29.6
Carthamus_glaucus,19.6
Carthamus_glaucus,26.8
Carthamus_lanatus,11
Carthamus_nitidus,16.3
Carthamus_oxyacantha,10
Carthamus_persicus,21.24
Carthamus_tenuis,22.56
Carthamus_tinctorius,35.2
Carum_carvi,2.5
Carum_incrassatum,2.77
Carum_verticillatum,0.89
Carya_aquatica,2771.8
Carya_cordiformis,2797.6
Carya_glabra,3502
Carya_illinoinensis,4142
Carya_laciniosa,15141
Carya_myristicaeformis,3681
Carya_ovata,4401
Carya_tomentosa,5529
Caryocar_glabrum,6900
Caryocar_nuciferum,59886.7
Caryota_mitis,370
Caryota_ochlandra,1024
Caryota_urens,2234.9
Caryotophora_skiatophytoides,9.2
Casearia_aculeata,23
Casearia_arborea,1.65
Casearia_battiscombei,21.48
Casearia_dallachii,3
Casearia_decandra,150
Casearia_fasciculata,386
Casearia_hirsuta,14.2
Casearia_javitensis,40
Casearia_mollis,31.41
Casearia_sylvestris,3
Casimiroa_edulis,2722
Casimiroa_tetrameria,4738
Cassia_abbreviata,263.15
Cassia_abbreviata,356.97
Cassia_artemisioides,11.89
Cassia_bauhinioides,5
Cassia_biflora,0
Cassia_bonariensis,18.7
Cassia_brewsteri,138.68
Cassia_cowanii,660
Cassia_didymobotrya,44.6
Cassia_emarginata,35.6
Cassia_eremophila,20.61
Cassia_fasciculata,8
Cassia_ferruginea,262.75
Cassia_fistula,759
Cassia_grandiflora,21.38
Cassia_grandis,409
Cassia_helmsii,28.198
Cassia_holosericea,22.89
Cassia_italica,22.72
Cassia_javanica,215
Cassia_javanica,266.1
Cassia_leptadenia,4.1
Cassia_leptocarpa,10.4
Cassia_marginata,210.53
Cassia_marilandica,21.7
Cassia_marksiana,75.16
Cassia_mimosifolia,2.62
Cassia_mimosoides,3.28
Cassia_moschata,83.99
Cassia_multiglandulosa,30
Cassia_nemophila,26.176
Cassia_nemophila,32.636
Cassia_occidentalis,14
Cassia_oligophylla,16.02
Cassia_purpurea,13.3
Cassia_renigera,130.72
Cassia_sieberiana,123.99
Cassia_sp.,20
Cassia_spectabilis,27.2
Cassia_sturtii,16.95
Cassia_surattensis,8.08
Cassia_tora,19
Cassia_uniflora,14.1
Cassia_venusta,32.3
Cassia_wislizeni,11.7
Cassine_crocea,730.33
Cassine_eucleaeformis,15.3
Cassine_laneana,466.68
Cassine_micrantha,55.72
Cassine_papillosa,86
Cassinia_aculeata,0.07
Cassinia_arcuata,0.07
Cassinia_aureonitens,0.08
Cassinia_compacta,0.88
Cassinia_cunninghamii,0.14
Cassinia_leptocephala,0.15
Cassinia_macrocephala,0.15
Cassinia_quinquefaria,0.08
Cassinia_rugata,0.13
Cassinia_subtropica,0.1
Cassinia_tegulata,0.3
Cassinia_trinerva,0.18
Cassinia_uncata,0.12
Cassinia_vauvilliersii,0.17
Cassiope_mertensiana,0.02
Cassytha_ciliolata,38.1
Cassytha_filiformis,43.65
Cassytha_glabella,35.92
Cassytha_melantha,73.03
Cassytha_pubescens,48.6
Castanea_crenata,20586
Castanea_dentata,3467.3
Castanea_mollissima,7421.47
Castanea_sativa,9944
Castanopsis_chinensis,400
Castanopsis_chrysophylla,470.04
Castanopsis_chrysophylla,647.9891
Castanopsis_fissa,1155
Castanopsis_purpurella,94.32
Castanopsis_sempervirens,377.993
Castanopsis_wallichii,1400
Castanospermum_australe,23583
Castanospora_alphandi,2765
Castela_emoryi,34.59
Castela_erecta,221.31
Castela_tortuosa,59.4
Castellia_tuberculosa,1.8
Castilla_elastica,568.18
Castilleja_affinis,0.15
Castilleja_affinis,0.22
Castilleja_ambigua,0.129
Castilleja_ambigua,2.52
Castilleja_angustifolia,0.34
Castilleja_applegatei,0.24
Castilleja_applegatei,0.247
Castilleja_applegatei,0.26
Castilleja_attenuata,0.06
Castilleja_coccinea,0.042
Castilleja_densiflora,0.03
Castilleja_densiflora,0.031
Castilleja_exserta,0.19
Castilleja_exserta,0.2
Castilleja_flava,0.99
Castilleja_foliolosa,0.25
Castilleja_haydenii,0.28
Castilleja_hispida,0.107
Castilleja_lacera,0.026
Castilleja_latifolia,0.21
Castilleja_linariifolia,0.18
Castilleja_lineariloba,0.034
Castilleja_miniata,0.211
Castilleja_miniata,0.28
Castilleja_minor,0.13
Castilleja_nana,0.183
Castilleja_oresbia,0.19
Castilleja_pilosa,0.115
Castilleja_pilosa,0.177
Castilleja_pruinosa,0.28
Castilleja_purpurea,0.12
Castilleja_rhexifolia,0.49
Castilleja_schizotricha,2.09
Castilleja_sessiliflora,0.18
Castilleja_subinclusa,0.254
Castilleja_sulphurea,0.4
Castilleja_tenuiflora,0.08
Castilleja_tenuis,0.07
Castilleja_thompsonii,0.06
Castilleja_unalaschcensis,0.53
Castilleja_wightii,0.121
Casuarina_acutivalvis,13.79
Casuarina_cristata,9.01
Casuarina_cunninghamiana,0.33
Casuarina_cunninghamiana,1.57
Casuarina_equisetifolia,1.56
Casuarina_equisetifolia,5
Casuarina_glauca,3
Casuarina_junghuhniana,0.49
Casuarina_montana,6.41
Casuarina_obesa,0.93
Casuarina_oligodon,8.11
Casuarina_stricta,1.29
Casuarina_teres,0.91
Casuarina_torulosa,3.1
Catabrosa_aquatica,0.43
Catalpa_bignonioides,23.3
Catalpa_fargesii,4.08
Catalpa_ovata,2.52
Catalpa_speciosa,19.57
Catananche_caerulea,3.28
Catapodium_marinum,0.43
Catapodium_rigidum,0.26
Catha_edulis,1.68
Catha_transvaalensis,19.21
Catharanthus_roseus,1.4
Cathestecum_brevifolium,0.36
Catophractes_alexandri,20.5
Catostemma_commune,19240
Catostemma_fragrans,31266.7
Cattleya_aurantiaca,0.0075
Cattleya_labiata,0.0025
Catunaregam_nilotica,20.37
Catunaregam_spinosa,21.55
Catunaregam_spinosa,25
Caucalis_daucoides,66.5
Caucalis_platycarpos,15.98
Caulanthus_coulteri,0.472
Caulanthus_heterophyllus,0.123
Caulanthus_inflatus,1.6
Caulanthus_pilosus,0.71
Caulophyllum_thalictroides,198.6
Cautleya_gracilis,2.21
Cavacoa_aurea,121
Cavanillesia_platanifolia,1459
Cayaponia_racemosa,55.17
Caylusea_abyssinica,0.73
Caylusea_hexagyna,0.23
Cayratia_gracilis,25.25
Cayratia_ibuensis,17.32
Cayratia_japonica,16.39
Cayratia_saponaria,23
Cayratia_trifolia,24.48
Ceanothus_americanus,3.49
Ceanothus_arboreus,12.87
Ceanothus_cordulatus,3.7
Ceanothus_crassifolius,10
Ceanothus_cuneatus,5.31
Ceanothus_cuneatus,8.358
Ceanothus_cuneatus,10
Ceanothus_dentatus,3.57
Ceanothus_diversifolius,5.399
Ceanothus_gloriosus,3.76
Ceanothus_gloriosus,5.772
Ceanothus_gloriosus,5.936
Ceanothus_greggii,4.59
Ceanothus_greggii,7.434
Ceanothus_greggii,10.7
Ceanothus_griseus,3.1
Ceanothus_impressus,5.3
Ceanothus_incanus,5.23
Ceanothus_integerrimus,6.3
Ceanothus_jepsonii,4.644
Ceanothus_lemmonii,4.354
Ceanothus_leucodermis,7.6
Ceanothus_maritimus,9.445
Ceanothus_megacarpus,24
Ceanothus_oliganthus,3.381
Ceanothus_oliganthus,6
Ceanothus_palmeri,7.2
Ceanothus_papillosus,2.195
Ceanothus_papillosus,2.204
Ceanothus_parryi,3.269
Ceanothus_prostratus,10
Ceanothus_pumilus,5.27
Ceanothus_purpureus,6.83
Ceanothus_rigidus,6.29
Ceanothus_sanguineus,3.57
Ceanothus_sorediatus,3.73
Ceanothus_spinosus,9.2
Ceanothus_thyrsiflorus,2.11
Ceanothus_tomentosus,3.4
Ceanothus_velutinus,5.49
Ceanothus_verrucosus,7
Cecropia_cf.,1
Cecropia_insignis,0.6
Cecropia_latiloba,2
Cecropia_longipes,0.7
Cecropia_membranacea,2
Cecropia_obtusa,0.1
Cecropia_obtusifolia,0.7
Cecropia_pachystachya,0.85
Cecropia_peltata,0.6
Cecropia_schreberiana,0.3
Cecropia_sciadophylla,1.8
Cecropia_sp.,0.55
Cedrela_odorata,17
Cedrela_rosei,20
Cedrela_salvadorensis,98.8
Cedrela_serrulata,5.67
Cedrelopsis_grevei,23.99
Cedrus_atlantica,50.43
Cedrus_atlantica,50.43
Cedrus_atlantica,72.3
Cedrus_atlantica,72.3
Cedrus_brevifolia,71.94
Cedrus_brevifolia,71.94
Cedrus_deodara,106.8
Cedrus_deodara,106.8
Cedrus_libani,86.9
Cedrus_libani,86.9
Ceiba_acuminata,9
Ceiba_aesculifolia,54.92
Ceiba_aesculifolia,86.41
Ceiba_pentandra,59
Celastrus_orbiculatus,9.5
Celastrus_scandens,16.5
Celmisia_allanii,0.26
Celmisia_alpina,0.39
Celmisia_angustifolia,1.34
Celmisia_armstrongii,1.36
Celmisia_bellidioides,0.4
Celmisia_brevifolia,0.29
Celmisia_coriacea,0.9
Celmisia_costiniana,2.977
Celmisia_dallii,0.8
Celmisia_discolor,0.78
Celmisia_durietzii,0.89
Celmisia_glandulosa,0.53
Celmisia_gracilenta,0.78
Celmisia_graminifolia,0.6
Celmisia_haastii,0.91
Celmisia_hectori,0.63
Celmisia_hieracifolia,1.32
Celmisia_holosericea,0.62
Celmisia_hookeri,2.68
Celmisia_incana,0.98
Celmisia_laricifolia,0.29
Celmisia_lateralis,0.46
Celmisia_longifolia,2.17
Celmisia_lyallii,1.94
Celmisia_mackaui,2.02
Celmisia_major,3.01
Celmisia_munroi,2.02
Celmisia_petriei,1.96
Celmisia_polyvena,1.31
Celmisia_prorepens,0.88
Celmisia_ramulosa,0.35
Celmisia_semicordata,1.84
Celmisia_sessiliflora,0.88
Celmisia_spectabilis,1.9
Celmisia_spedeni,0.66
Celmisia_tomentella,2.99
Celmisia_traversii,1.73
Celmisia_verbascifolia,2.68
Celmisia_viscosa,1.14
Celmisia_walkeri,0.78
Celosia_argentea,1
Celosia_cristata,0.7
Celosia_polystachia,0.2
Celosia_schweinfurthiana,0.3
Celosia_trigyna,0.17
Celsia_orientalis,0.36
Celtis_africana,41.11
Celtis_australis,188.8
Celtis_caucasica,191.03
Celtis_glabra,436.88
Celtis_iguanaeus,111
Celtis_integrifolia,175
Celtis_laevigata,83.89
Celtis_mildbraedii,49
Celtis_occidentalis,126.4
Celtis_pallida,33.45
Celtis_philippensis,349.11
Celtis_reticulata,92
Celtis_tetrandra,37.56
Celtis_tetrandra,63.29
Cenchrus_biflorus,2.2
Cenchrus_ciliaris,1.2
Cenchrus_echinatus,17.2
Cenchrus_incertus,12.01
Cenchrus_longispinus,15.23
Cenchrus_mitis,25.92
Cenchrus_pauciflorus,5.925
Cenchrus_pennisetiformis,0.67
Cenchrus_pilosus,12.91
Cenchrus_prieurii,1.71
Cenchrus_setigerus,4.72
Cenchrus_tribuloides,8.4
Centaurea_americana,11.3
Centaurea_ammocyanus,1.2
Centaurea_aplolepa,1.53
Centaurea_arborea,5.42
Centaurea_ascalonica,12.47
Centaurea_aspera,5
Centaurea_aziziana,2.09
Centaurea_bella,5.82
Centaurea_biebersteinii,1.32
Centaurea_bracteata,1.72
Centaurea_calcitrapa,2.3
Centaurea_chilensis,5.49
Centaurea_clementei,14.24
Centaurea_cyanus,4.1
Centaurea_dealbata,7.2
Centaurea_depressa,13.2
Centaurea_diffusa,3.34
Centaurea_diluta,3.52
Centaurea_dumulosa,3.68
Centaurea_eryngioides,9.05
Centaurea_floccosa,7.49
Centaurea_gentilis,5.54
Centaurea_gymnocarpa,3.6
Centaurea_iberica,2.8667
Centaurea_iberica,5.09
Centaurea_immanuelis-loewii,6.48
Centaurea_imperialis,3.14
Centaurea_intybacea,7.5
Centaurea_jacea,1.06
Centaurea_macrocephala,14
Centaurea_maculosa,2.19
Centaurea_melitensis,1.39
Centaurea_montana,15.5
Centaurea_moschata,3.1
Centaurea_nigra,2.16
Centaurea_nigra,2.4
Centaurea_nigrescens,2.611
Centaurea_orientalis,5.35
Centaurea_ornata,3.9
Centaurea_pallescens,1.27
Centaurea_pallescens,1.77
Centaurea_pannonica,1.62
Centaurea_reflexa,4.24
Centaurea_repens,4.667
Centaurea_rhaetica,2.06
Centaurea_rhenana,2.08
Centaurea_rigida,6.1
Centaurea_rothrockii,15.08
Centaurea_rutifolia,1.89
Centaurea_scabiosa,6.5
Centaurea_solstitialis,3
Centaurea_sosnowskyi,1.82
Centaurea_sp.,0.75
Centaurea_squarrosa,1.6
Centaurea_stenolepis,2.3
Centaurea_suaveolens,4.05
Centaurea_triumfettii,9.65
Centaurea_verutum,4.22
Centaurea_virgata,2.82
Centaurium_beyrichii,0.08
Centaurium_cachanlahuen,0.02
Centaurium_capitatum,0.02
Centaurium_davyi,0.008
Centaurium_erythraea,0.01
Centaurium_littorale,0.03
Centaurium_muehlenbergii,0.171
Centaurium_pulchellum,0.02
Centaurium_tenuiflorum,0.01
Centaurium_texense,0.05
Centaurium_venustum,0.01
Centaurothamnus_maximus,13.94
Centella_asiatica,1.501
Centemopsis_kirkii,4.31
Centipeda_crateriformis,0.05
Centipeda_cunninghamii,0.05
Centipeda_elatinoides,0.1
Centipeda_minima,0.02
Centipeda_minima,0.02
Centipeda_nidiformis,0.02
Centipeda_racemosa,0.03
Centipeda_thespidioides,0.24
Centranthus_longiflorus,2.97
Centranthus_ruber,1.8
Centratherum_muticum,1.79
Centrolepis_aristata,0.04
Centrolepis_fascicularis,0.13
Centrolepis_polygyna,0.08
Centrolepis_strigosa,0.03
Centrolepis_strigosa,0.03
Centrolobium_minus,850
Centrolobium_paraense,78.13
Centromadia_fitchii,1.94
Centropodia_glauca,0.56
Centrosema_brasilianum,18.12
Centrosema_pascuorum,10.63
Centrosema_plumieri,86.93
Centrosema_pubescens,29.02
Centrosema_schottii,54.75
Cephalanthera_austiniae,0.003
Cephalanthera_pallens,0.002
Cephalanthera_rubra,0.05
Cephalanthus_glabratus,3.9
Cephalanthus_natalensis,5.26
Cephalanthus_occidentalis,2.8
Cephalaralia_cephalobotrys,4
Cephalaria_dipsacoides,15.88
Cephalaria_flava,4.9
Cephalaria_gigantea,17.09
Cephalaria_joppica,5.6
Cephalaria_leucantha,5.4
Cephalaria_media,2.39
Cephalaria_microcephala,13
Cephalaria_oblongifolia,5.07
Cephalaria_setosa,15.6
Cephalaria_sp.,5.49
Cephalaria_stellipilis,16.14
Cephalaria_syriaca,10.38
Cephalaria_transylvanica,20.2
Cephalaria_zeyheriana,7.36
Cephalipterum_drummondii,7.22
Cephalocroton_cordofanus,67.75
Cephalocroton_leucocephalus,80.25
Cephalophyllum_confusum,0.17
Cephalophyllum_ebracteatum,51.54
Cephalophyllum_fulleri,0.16
Cephalophyllum_herrei,96.85
Cephalophyllum_loreum,0.12
Cephalophyllum_parvibracteatum,76.47
Cephalophyllum_spongiosum,0.1
Cephalosphaera_usambarensis,23377
Cerastium_alpinum,0.28
Cerastium_arcticum,0.41
Cerastium_argenteum,0.38
Cerastium_arvense,0.21
Cerastium_brachypetalum,0.05
Cerastium_brachypetalum,0.07
Cerastium_brachypodum,0.058
Cerastium_cerastoides,0.18
Cerastium_dahuricum,0.83
Cerastium_dichotomum,0.6
Cerastium_diffusum,0.07
Cerastium_fontanum,0.14
Cerastium_glomeratum,0.05
Cerastium_holosteoides,0.18
Cerastium_kasbek,0.22
Cerastium_latifolium,0.35
Cerastium_multiflorum,0.98
Cerastium_perfoliatum,0.3
Cerastium_pumilum,0.05
Cerastium_ramosissimum,0.05
Cerastium_semidecandrum,0.04
Cerastium_sp.,0.82
Cerastium_tomentosum,1.2
Cerastium_vulgatum,0.078
Cerasus_mahaleb,85.7
Ceratocarpus_arenarius,4.01
Ceratocephala_falcata,1.48
Ceratocephalus_testiculatus,27.51
Ceratoides_papposa,6.95
Ceratonia_oreothauma,42.79
Ceratonia_siliqua,197
Ceratopetalum_gummiferum,14.4
Ceratotheca_integribracteata,2.2
Ceratotheca_sesamoides,1.35
Ceratotheca_triloba,1.34
Cerbera_inflata,13000
Cerbera_thevetia,385
Cercidiphyllum_japonicum,0.5
Cercidium_floridum,229
Cercidium_macrum,82.383
Cercidium_microphyllum,139.87
Cercidium_praecox,27.23
Cercis_canadensis,23.9
Cercis_chinensis,33.2
Cercis_occidentalis,37
Cercis_siliquastrum,22.03
Cercis_siliquastrum,27.72
Cercis_siliquastrum,51
Cercocarpus_betuloides,16.6
Cercocarpus_betuloides,19.65
Cercocarpus_breviflorus,7.77
Cercocarpus_fothergilloides,9.22
Cercocarpus_intricatus,3.12
Cercocarpus_ledifolius,10.55
Cercocarpus_minutiflorus,12.63
Cercocarpus_montanus,9.9
Cereus_giganteus,1.1
Cerinthe_glabra,6.29
Cerinthe_major,50.4
Cerinthe_minor,19.7
Ceriops_australis,1600
Ceriops_decandra,2740
Ceriops_tagal,3025
Ceropegia_ballyana,9.82
Ceruana_pratensis,0.24
Cespedesia_macrophylla,0.2
Cestrum_alternifolium,4.31
Cestrum_dumetorum,6.06
Cestrum_reflexum,50
Cevallia_sinuata,7.4
Chadsia_flammea,48.7
Chadsia_grevei,23.84
Chadsia_grevei,25.63
Chadsia_versicolor,26.07
Chaenactis_alpina,1.2
Chaenactis_artemisiifolia,0.55
Chaenactis_douglasii,1.183
Chaenactis_douglasii,1.48
Chaenactis_fremonti,1.18
Chaenactis_fremontii,0.56
Chaenactis_glabriuscula,0.281
Chaenactis_glabriuscula,0.43
Chaenactis_glabriuscula,0.44
Chaenactis_glabriuscula,0.52
Chaenactis_macrantha,0.492
Chaenactis_stevioides,0.56
Chaenactis_suffrutescens,2.688
Chaenactis_xantiana,0.915
Chaenomeles_japonica,40
Chaenomeles_lagenaria,50
Chaenorhinum_minus,0.07
Chaerophyllum_aromaticum,15.27
Chaerophyllum_aureum,6.5
Chaerophyllum_libanoticum,15.9
Chaerophyllum_procumbens,4.845
Chaerophyllum_tainturieri,2.1
Chaerophyllum_temulentum,1.88
Chaetadelpha_wheeleri,3.54
Chaetanthera_chilensis,2.38
Chaetanthera_glabrata,0.83
Chaetanthera_linearis,0.73
Chaetanthera_linearis,0.76
Chaetanthera_moenchioides,1.32
Chaetocalyx_scandens,4.34
Chaetocarpus_schomburgkianus,80
Chaetopappa_asteroides,0.23
Chaetopappa_ericoides,0.36
Chaetosciadium_trichospermum,0.95
Chamaebatiaria_millefolium,0.18
Chamaecrista_absus,19.4
Chamaecrista_adiantifolia,0.112
Chamaecrista_apoucouita,220
Chamaecrista_biensis,3.5
Chamaecrista_diphylla,2.58
Chamaecrista_fagonioides,11.38
Chamaecrista_fasciculata,8.4
Chamaecrista_greggii,13.895
Chamaecrista_lateriticola,2.39
Chamaecrista_mimosoides,2.2
Chamaecrista_nictitans,2.2
Chamaecrista_nigricans,3.61
Chamaecrista_stricta,2.06
Chamaecyparis_lawsoniana,1.89
Chamaecyparis_lawsoniana,1.89
Chamaecyparis_lawsoniana,2
Chamaecyparis_lawsoniana,2
Chamaecyparis_lawsoniana,2.02
Chamaecyparis_lawsoniana,2.02
Chamaecyparis_lawsoniana,2.08
Chamaecyparis_lawsoniana,2.08
Chamaecyparis_lawsoniana,2.1
Chamaecyparis_lawsoniana,2.1
Chamaecyparis_lawsoniana,2.1
Chamaecyparis_lawsoniana,2.1
Chamaecyparis_lawsoniana,2.2
Chamaecyparis_lawsoniana,2.2
Chamaecyparis_lawsoniana,2.6
Chamaecyparis_lawsoniana,2.6
Chamaecyparis_nootkatensis,4.7
Chamaecyparis_nootkatensis,4.7
Chamaecyparis_obtusa,3.2
Chamaecyparis_obtusa,3.2
Chamaecyparis_pisifera,0.63
Chamaecyparis_pisifera,0.63
Chamaecyparis_thyoides,3.33
Chamaecyparis_thyoides,3.33
Chamaecytisus_absinthioides,4.94
Chamaedaphne_calyculata,0.04
Chamaedorea_allenii,69.25
Chamaedorea_angustisecta,562
Chamaedorea_concolor,60
Chamaedorea_ernesti-augusti,280
Chamaedorea_pinnatifrons,179.71
Chamaedorea_tepejilote,175
Chamaegigas_intrepidus,0.05
Chamaemelum_nobile,0.1
Chamaenerion_angustifolium,0.15
Chamaerhodos_erecta,0.18
Chamaerhodos_nuttallii,0.27
Chamaerops_excelsa,370.37
Chamaerops_fortunei,270.27
Chamaerops_humilis,952
Chamaesaracha_coronopus,0.04
Chamaescilla_corymbosa,0.81
Chamaesyce_inaequilatera,0.23
Chamelaucium_uncinatum,24.4
Chamissoa_altissima,3
Chaptalia_integerrima,0.05
